reactions	name	reaction	gene reaction rule	subsystem	spontaneous	proteomic evidence (#studies)	references	notes	metatlas
5FLUDPK	Nucleoside-diphosphate kinase (ATP:5-fluorouridine 5-diphosphate)	atp_c + 5fludp_c --> adp_c + 5flutp_c	NME1 or (NME1 and NME2) or NME2 or (NME1 and NME3) or NME3	5-fluorouracil metabolism	0
5FLUMPK	Uridylate kinase (ATP:5-fluorouridine 5-monophosphate)	atp_c + 5flump_c --> adp_c + 5fludp_c	CMPK1	5-fluorouracil metabolism	0
5FLURAPT	5-fluorouracil phosphoribosyltransferase	5flura_c + prpp_c --> 5flump_c + ppi_c	UMPS	5-fluorouracil metabolism	0
D5FURADy	"5,6-dihydro-5-fluorouracil:NADP + 5-oxidoreductase"	5flura_c + nadph_c + h_c --> 56dh5flura_c + nadp_c	DPYD	5-fluorouracil metabolism	0
L2HGDHx	L-2-hydroxyglutarate dehydrogenase	akg_c + h_c + nadh_c --> 2hglut__L_c + nad_c	LDHB or LDHA or PHGDH or MDH1 or MDH2 or (LDHA and LDHB)	"Alanine, aspartate and glutamate metabolism"	0	LDHA (22);LDHB (22);MDH1 (16);PHGDH (2)	pubmed:27813142;pubmed:31473074
NEU31	Neuraminidase	gm3_hs_c + h2o_c --> galgluside_hs_c + acnam_c	NEU1 or NEU2 or NEU3	Glycosphingolipid biosynthesis - ganglio series	0		pubmed:15763399		MAR00825
NEU31e	Neuraminidase	gm3_hs_e + h2o_e --> galgluside_hs_e + acnam_e	NEU1 or NEU3	Glycosphingolipid biosynthesis - ganglio series	0		pubmed:22903576;pubmed:15763399		MAR12070
NEU32	Neuraminidase	gd1a_hs_c + h2o_c --> gm1_hs_c + acnam_c	NEU1 or NEU2 or NEU3	Glycosphingolipid biosynthesis - ganglio series	0		pubmed:15763399		"MAR00838;MAR12066	"
NEU32e	Neuraminidase	gd1a_hs_e + h2o_e --> gm1_hs_e + acnam_e	NEU1 or NEU3	Glycosphingolipid biosynthesis - ganglio series	0		pubmed:22903576;pubmed:15763399		MAR12071
NEU33	Neuraminidase	"gd1b_hs_c + h2o_c --> gm1_hs_c + acnam_c	"	NEU2	Glycosphingolipid biosynthesis - ganglio series	0		pubmed:15763399		MAR12067
NEU33e	Neuraminidase	gd1b_hs_e + h2o_e --> gm1_hs_e + acnam_e	NEU1 or NEU3	Glycosphingolipid biosynthesis - ganglio series	0		pubmed:22903576;pubmed:15763399		MAR12072
NEU34	Neuraminidase	gt1b_hs_c + h2o_c --> gd1b_hs_c + acnam_c	NEU1 or NEU2 or NEU3	Glycosphingolipid biosynthesis - ganglio series	0		pubmed:15763399		MAR00845
NEU34e	Neuraminidase	gt1b_hs_e + h2o_e --> gd1b_hs_e + acnam_e	NEU1 or NEU3	Glycosphingolipid biosynthesis - ganglio series	0		pubmed:22903576;pubmed:15763399		MAR12073
NEU35e	Neuraminidase	gd3_hs_e + h2o_e --> gm3_hs_e + acnam_e	NEU1 or NEU3	Glycosphingolipid biosynthesis - ganglio series	0		pubmed:22903576;pubmed:15763399		MAR12074
NEU36	Neuraminidase	gq1b_hs_c + h2o_c --> gt1b_hs_c + acnam_c	NEU1 or NEU2 or NEU3	Glycosphingolipid biosynthesis - ganglio series	0		pubmed:15763399		MAR00847
NEU36e	Neuraminidase	gq1b_hs_e + h2o_e --> gt1b_hs_e + acnam_e	NEU1 or NEU3	Glycosphingolipid biosynthesis - ganglio series	0		pubmed:22903576;pubmed:15763399		MAR12075
NEU37e	Neuraminidase	gd2_hs_e + h2o_e --> gm2_hs_e + acnam_e	NEU1 or NEU3	Glycosphingolipid biosynthesis - ganglio series	0		pubmed:22903576;pubmed:15763399		MAR12076
NEU39e	Neuraminidase	gm1b_hs_e + h2o_e --> ga1_hs_e + acnam_e	NEU1 or NEU3	Glycosphingolipid biosynthesis - ganglio series	0		pubmed:22903576;pubmed:15763399		MAR12078
CMPACNAGALBSD	"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase"	galgbside_hs_c + cmpacna_c --> cmp_c + h_c + acnagalgbside_hs_c	ST3GAL1 or ST3GAL2	Glycosphingolipid biosynthesis - globo and isoglobo series	0		pubmed:5003667;pubmed:3223222;pubmed:3084191		MAR00812
CCLMETHBH	Dissociation of hematin from covalent crosslinked methemoglobin	cclmethb_c + 2.0 h2o_c --> cclglobin_c + 2.0 h_c + 2.0 hematin_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	doi:10.5772/intechopen.90288;pubmed:11294851;pubmed:20170402;pubmed:26285072;pubmed:26460266;pubmed:32075750;pubmed:9211878	"Cleavage of Polyubiquitin-B represented w/ gene reaction rule containing UBB. If UBB is knocked out, the metabolite for ubiquitin will not be generated and subsequent reactions cannot occur. Also keeps GPRs simplified."
GLOBINRCCL	Covalent crosslinking of globin cation radicals	2.0 globinr_c --> cclglobin_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:11294851;pubmed:20170402;pubmed:26285072;pubmed:32075750
HB23DPGB	"Deoxyhemoglobin binding to 2,3-diphosphoglycerate"	23dpg_c + 4.0 hb_c <=> hb4_23dpg_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:10477268;pubmed:20170402;pubmed:26285072
HBCOB	Carbon monoxide binding to hemoglobin	co_c + hb_c --> carboxyhb_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:20170402;pubmed:26285072
HBFE4OAR	Autoreduction of oxoferrylhemoglobin	2.0 h_c + oxoferrylhb_c --> h2o_c + methbr_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:11294851;pubmed:15548894;pubmed:20170402;pubmed:26285072;pubmed:30878032
HBFE4OCPP	Comproportionation between oxoferrylhemoglobin and oxyhemoglobin	2.0 h_c + oxoferrylhb_c + oxyhb_c --> h2o_c + 2.0 methb_c + o2_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:15548894;pubmed:19968714;pubmed:20170402;pubmed:2174037;pubmed:26285072;pubmed:30878032
HBFE4OPX	Peroxidation of oxoferrylhemoglobin	h2o2_c + oxoferrylhb_c --> h2o_c + methb_c + o2s_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:15548894;pubmed:19968714;pubmed:20170402;pubmed:2174037;pubmed:26285072;pubmed:36643550
HBFE4ORPX	Peroxidation of oxoferrylhemoglobin cation radical	h2o2_c + oxoferrylhbr_c --> h2o_c + methb_c + o2_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:15548894;pubmed:19968714;pubmed:20170402;pubmed:2174037;pubmed:26285072;pubmed:30878032
HBGLYC	Hemoglobin glycation	hb_c + glc__D_c --> h2o_c + hba1c_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0		pubmed:934240;pubmed:27708063;pubmed:33441732
HBNO2R	Nitrite reductase via deoxyhemoglobin	2.0 h_c + hb_c + no2_c --> h2o_c + methb_c + no_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:12920120;pubmed:18783254;pubmed:20170402;pubmed:2174037;pubmed:30878032
HBNONT	Nitrosylation of deoxyhemoglobin	hb_c + no_c --> nitrosylhb_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:12920120;pubmed:18783254;pubmed:20170402;pubmed:2174037;pubmed:30878032
HBNOOXDNT	Oxidative denitrosylation of hemoglobin	nitrosylhb_c + o2_c --> methb_c + no3_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:12920120;pubmed:18783254;pubmed:20170402;pubmed:2174037;pubmed:30878032
HBO2B1	Oxyhemoglobin binding	hb_c + o2_c <=> oxyhb_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:12920120;pubmed:18783254;pubmed:20170402;pubmed:2174037;pubmed:30878032
HBO2B2	Oxyhemoglobin binding (Protonated Carbamino Hemoglobin)	hb_hco2_c + o2_c <=> co2_c + h_c + oxyhb_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:12920120;pubmed:18783254;pubmed:20170402;pubmed:2174037;pubmed:30878032	"Similar to R-HSA-1237320.1 and R-HSA-1247668.4, without proton for balacing protonation effects as needed"
METHBCYTBR	Nonenzymatic reduction of methemoglobin (Cytochrome b5)	2.0 focytb5_c + methb_c --> 2.0 ficytb5_c + hb_c	(CYB5A and HBA) or (CYB5A and HBB) or (CYB5A and HBD) or (CYB5A and HBE1) or (CYB5A and HBG1) or (CYB5A and HBG2) or (CYB5A and HBM) or (CYB5A and HBZ) or (CYB5A and HBQ1) or (CYB5B and HBA) or (CYB5B and HBB) or (CYB5B and HBD) or (CYB5B and HBE1) or (CYB5B and HBG1) or (CYB5B and HBG2) or (CYB5B and HBM) or (CYB5B and HBZ) or (CYB5B and HBQ1)	Hemoglobin binding and degradation	0	CYB5A (10);CYB5B (9);HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:17489100;pubmed:20170402;pubmed:4324110;pubmed:7240153	"Similar to R-HSA-1237320.1 and R-HSA-1247668.4, CO2 and proton for balacing protonation effects as needed"
METHBFMNR	Nonenzymatic reduction of methemoglobin (FMN)	fmnh2_c + methb_c --> fmn_c + 3.0 h_c + hb_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:17489100;pubmed:20170402;pubmed:34598;pubmed:7400118;pubmed:7440566;pubmed:869945
METHBHEMED	Dissociation of hematin from methemoglobin	h2o_c + methb_c <=> globin_c + h_c + hematin_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	doi:10.5772/intechopen.90288;pubmed:20170402;pubmed:26460266;pubmed:27642551;pubmed:32075750;pubmed:9211878
METHBNO2A	Nitrite anhydrase	methb_c + no2_c + no_c --> hb_c + n2o3_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:12920120;pubmed:18783254;pubmed:20170402;pubmed:30878032
METHBONOOD1	Ferric-heme catalyzed peroxynitrite decomposition (methemoglobin-forming)	methb_onoo_c --> methb_c + no3_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:12920120;pubmed:18783254;pubmed:20170402;pubmed:30878032
METHBONOOD2	Ferric-heme catalyzed peroxynitrite decomposition (oxoferrylhemoglobin-forming)	methb_onoo_c --> no2r_c + oxoferrylhb_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:12920120;pubmed:18783254;pubmed:20170402;pubmed:30878032
METHBONOOX	Methemoglobin-peroxynitrite complex formation	methb_c + onoo_c --> methb_onoo_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:12920120;pubmed:18783254;pubmed:20170402;pubmed:30878032
METHBPX	Peroxidation of methemoglobin	h2o2_c + methb_c --> h2o_c + oxoferrylhbr_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:15548894;pubmed:19968714;pubmed:20170402;pubmed:26285072;pubmed:36643550
METHBRCCL	Covalent crosslinking of methemoglobin cation radicals	2.0 methbr_c --> cclmethb_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:11294851;pubmed:12920120;pubmed:18783254;pubmed:20170402;pubmed:2174037;pubmed:26285072;pubmed:30878032
METHBRHEMED	Dissociation of hematin from methemoglobin cation radical	h2o_c + methbr_c --> globinr_c + h_c + hematin_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	doi:10.5772/intechopen.90288;pubmed:20170402;pubmed:26285072;pubmed:26460266;pubmed:27642551;pubmed:32075750;pubmed:9211878
OXYHBAOX	Auto-oxidation of oxyhemoglobin	oxyhb_c --> methb_c + o2s_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	doi:10.1016/C2013-0-11564-4;pubmed:15548894;pubmed:19968714;pubmed:20170402;pubmed:26285072;pubmed:36643550
OXYHBNO2OX	Nitrite oxidation of oxyhemoglobin	4.0 h_c + 4.0 no2_c + 4.0 oxyhb_c --> 2.0 h2o_c + 4.0 methb_c + 4.0 no3_c + o2_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:20170402;pubmed:30878032
OXYHBNOD	Oxyhemoglobin:nitric oxide dioxygenase	no_c + oxyhb_c --> methb_c + no3_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:20170402;pubmed:30878032
OXYHBONOOX	Oxyhemoglobin oxidation via peroxynitrite	onoo_c + oxyhb_c --> methb_onoo_c + o2s_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:12920120;pubmed:20170402;pubmed:30878032
OXYHBPX	Peroxidation of oxyhemoglobin	h2o2_c + oxyhb_c --> h2o_c + o2_c + oxoferrylhb_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0	HBA (22);HBB (20);HBD (19);HBE1 (14);HBG1 (15);HBG2 (14);HBM (16);HBZ (13)	pubmed:11294851;pubmed:15548894;pubmed:19968714;pubmed:20170402;pubmed:2174037;pubmed:26285072;pubmed:36643550
SNOHBCYSTN	S-nitrosohemoglobin:L-cysteine transnitrosylation 	hbsno_c + cys__L_c <=> hb_c + snocys__L_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0		pubmed:35624807;pubmed:12920120;pubmed:18783254;pubmed:20170402;pubmed:2174037;pubmed:30878032;pubmed:32597195
SNOHBGTHTN	S-nitrosohemoglobin:glutathione transnitrosylation 	hbsno_c + gthrd_c <=> hb_c + gthno_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0		pubmed:35624807;pubmed:12920120;pubmed:18783254;pubmed:20170402;pubmed:2174037;pubmed:30878032;pubmed:32597195
SNOHBNO	S-nitrosylation of hemoglobin via transfer of iron-bound NO 	nitrosylhb_c --> hbsno_c + h_c	HBA or HBB or HBD or HBE1 or HBG1 or HBG2 or HBM or HBQ1 or HBZ	Hemoglobin binding and degradation	0		pubmed:35624807;pubmed:12920120;pubmed:18783254;pubmed:20170402;pubmed:2174037;pubmed:30878032;pubmed:32597195
HISD	Histidine ammonia-lyase	his__L_c --> nh4_c + urcan_c	HAL	Histidine metabolism	0				MAR04437
IM4ACte	Transport of imidazole-4-acetate	im4ac_c <=> im4ac_e		Histidine metabolism	0				MAR11950
IMACTD	Imidazole acetaldehyde:NAD + oxidoreductase	h2o_c + nad_c + im4act_c --> 2.0 h_c + nadh_c + im4ac_c	ALDH3A2 or ALDH9A1 or ALDH3A2	Histidine metabolism	0				MAR08784
MACOXO	3-methylimidazole acetaldehyde:NAD + oxidoreductase	h2o_c + nad_c + 3mldz_c --> 2.0 h_c + nadh_c + 3mlda_c	ALDH3B1 or ALDH3A1 or ALDH3A2	Histidine metabolism	0				MAR04431
MHISOR	N-methylhistamine:oxygen oxidoreductase (deaminating)	h2o_c + mhista_c + o2_c --> 3mldz_c + nh4_c + h2o2_c		Histidine metabolism	0				MAR04430
MI14P1PP	"1D-myo-Inositol 1,4-bisphosphate 1-phosphohydrolase"	h2o_c + mi14p_c --> mi4p__D_c + pi_c	MINPP1 or IMPA1 or IMPA2 or BPNT1	Inositol phosphate metabolism	0	BPNT1 (10);IMPA1 (8);MINPP1 (13)	pubmed:10224133;pubmed:10675562;pubmed:17068342;pubmed:36589890
MI14P4PP	"1D-myo-Inositol 1,4-bisphosphate 4-phosphohydrolase"	h2o_c + mi14p_c --> mi1p__D_c + pi_c	MINPP1 or IMPA1 or IMPA2	Inositol phosphate metabolism	0	IMPA1 (8);MINPP1 (13)	pubmed:17068342;pubmed:36589890
MI1PP	1D-myo-Inositol 1-phosphate phosphohydrolase	h2o_c + mi1p__D_c --> inost_c + pi_c	IMPA1 or IMPA2	Inositol phosphate metabolism	0	IMPA1 (8)	pubmed:17068342;pubmed:2540502
MI3PP	1D-myo-Inositol 3-phosphate phosphohydrolase	h2o_c + mi3p__D_c --> inost_c + pi_c	IMPA1 or IMPA2	Inositol phosphate metabolism	0	IMPA1 (8)	pubmed:17068342;pubmed:2540502
MI4PP	1D-myo-Inositol 4-phosphate phosphohydrolase	h2o_c + mi4p__D_c --> inost_c + pi_c	IMPA1 or IMPA2	Inositol phosphate metabolism	0	IMPA1 (8)	pubmed:17068342;pubmed:2540502
PI345P5P	"Phosphatidylinositol-3,4,5-trisphosphate (PIP3[3',4',5']) 5-phosphatase"	h2o_c + pail345p_hs_c --> pail34p_hs_c + pi_c	INPP5D or FIG4	Inositol phosphate metabolism	0	INPP5D (9)
PI35P3P	"Phosphatidylinositol-3,5-bisphosphate (PIP2[3',5']) 3-phosphatase"	h2o_c + pail35p_hs_c --> pail5p_hs_c + pi_c	(MTM1 and MTMR12) or (MTMR2 and MTMR12) or (MTMR2 and SBF1) or MTMR1 or MTMR2	Inositol phosphate metabolism	0	MTM1 (4)
PI35P5P	"Phosphatidylinositol-3,5-bisphosphate (PIP2[3',5']) 5-phosphatase"	h2o_c + pail35p_hs_c --> pail3p_hs_c + pi_c	FIG4	Inositol phosphate metabolism	0
PI3K	Phosphatidylinositol (PI) 3-kinase	atp_c + pail_hs_c --> adp_c + h_c + pail3p_hs_c	(PIK3C3 and BECN1 and PIK3R4 and ATG14)	Inositol phosphate metabolism	0	PIK3C3 (2)	pubmed:20404042;pubmed:22227296;pubmed:8384492
PI3PP	Phosphatidylinositol-3 phosphate (PIP[3']) 3-phosphatase	h2o_c + pail3p_hs_c --> pail_hs_c + pi_c	(MTM1 and MTMR12) or (MTMR2 and MTMR12) or (MTMR2 and SBF1) or MTMR1 or MTMR2 or SACM1L	Inositol phosphate metabolism	0	MTM1 (4);SACM1L (15)
PI45P5P	"Phosphatidylinositol-4,5-bisphosphate (PIP2[4',5']) 5-phosphatase"	h2o_c + pail45p_hs_c --> pail4p_hs_c + pi_c	SYNJ1 or INPP5B or INPP5D or FIG4	Inositol phosphate metabolism	0	FIG4 (2);INPP5B (3);INPP5D (9);SYNJ1 (4)	pubmed:27435091;pubmed:6285891;pubmed:6327723
PI5P4KA	Phosphatidylinositol 5-phosphate (PIP[5']) 4-kinase (ATP)	atp_c + pail5p_hs_c --> adp_c + h_c + pail45p_hs_c	PIP4K2A or PIP4K2B or PIP4K2C or (PIP4K2A and PIP4K2B) or (PIP4K2A and PIP4K2C) or (PIP4K2B and PIP4K2C)	Inositol phosphate metabolism	0	PIP4K2A (20);PIP4K2B (7);PIP4K2C (2)	pubmed:2170402;pubmed:2538472;pubmed:8384492;pubmed:9367159
PI5P4KG	Phosphatidylinositol 5-phosphate (PIP[5']) 4-kinase (GTP)	gtp_c + pail5p_hs_c --> gdp_c + h_c + pail45p_hs_c	PIP4K2A or PIP4K2B or PIP4K2C or (PIP4K2A and PIP4K2B) or (PIP4K2A and PIP4K2C) or (PIP4K2B and PIP4K2C)	Inositol phosphate metabolism	0	PIP4K2A (20);PIP4K2B (7);PIP4K2C (2)	pubmed:2170402;pubmed:2538472;pubmed:8384492;pubmed:9367159
EPOME1213EPHX	Epoxide hydrolase (12(13)-EpOME)	epome1213_c + h2o_c --> dihome1213_c	EPHX1 or EPHX2	Linoleate metabolism	0	EPHX1(10)	pubmed:17164127
EPOME910EPHX	Epoxide hydrolase (9(10)-EpOME)	epome910_c + h2o_c --> dihome910_c	EPHX1 or EPHX2	Linoleate metabolism	0	EPHX1(10)	pubmed:17164127
TMABADH	4-trimethylammoniobutanal:NAD + oxidoreductase	h2o_c + nad_c + 4tmeabut_c --> 2.0 h_c + nadh_c + 4tmeabutn_c	ALDH9A1 or ALDH3A2	Lysine metabolism	0	ALDH9A1 (14)	pubmed:30914451
PPALDHx	Propanal (FAL 3:0) dehydrogenase (NADH)	h2o_c + nad_c + ppal_c --> 2.0 h_c + nadh_c + ppa_c	ALDH9A1 or ALDH1A1 or ALDH3A2	Miscellaneous	0	ALDH1A1 (22)	pubmed:19296407;pubmed:2372192;pubmed:23721920;pubmed:28783931
4PYRNMAT	Nicotinamide-nucleotide adenylyltransferase (4-pyridone-3-carboxamide-1-beta-D-ribonucleotide)	4pyrmp_c + atp_c + h_c --> 4pyrnad_c + ppi_c	NMNAT3	Nicotinate and nicotinamide metabolism	0	NMNAT3(7)	pubmed:18188525;pubmed:18600548;pubmed:20457531;pubmed:26321286;pubmed:28323211
NAMNPP	Nicotinate phosphoribosyltransferase (with ATP)	atp_c + h2o_c + nac_c + prpp_c --> adp_c + nicrnt_c + pi_c + ppi_c	NAPRT	Nicotinate and nicotinamide metabolism	0	NAPRT(17)	pubmed:13563526;pubmed:13563527;pubmed:14704851;pubmed:2146924;pubmed:4349867;pubmed:7988045
NAPRT	Nicotinate phosphoribosyltransferase (without ATP)	h_c + nac_c + prpp_c --> nicrnt_c + ppi_c	NAPRT	Nicotinate and nicotinamide metabolism	0	NAPRT(17)	pubmed:13563526;pubmed:13563527;pubmed:14704851;pubmed:2146924;pubmed:4349867;pubmed:7988045
NMNAT	Nicotinamide-nucleotide adenylyltransferase (ATP)	atp_c + h_c + nmn_c --> nad_c + ppi_c	NMNAT3	Nicotinate and nicotinamide metabolism	0	NMNAT3(7)	pubmed:13563526;pubmed:13563527;pubmed:17402747;pubmed:20457531;pubmed:2146924;pubmed:31511627;pubmed:4285896
NMNHAT	Ribosyldihydronicotinamide adenylyltransferase (ATP)	atp_c + h_c + nmnh_c --> nadh_c + ppi_c	NMNAT3	Nicotinate and nicotinamide metabolism	0	NMNAT3(7)	pubmed:13563526;pubmed:13563527;pubmed:17402747;pubmed:20457531;pubmed:2146924;pubmed:31511627;pubmed:4285896
NMNS	Nicotinamide phosphoribosyltransferase	h_c + ncam_c + prpp_c --> nmn_c + ppi_c	NAMPT	Nicotinate and nicotinamide metabolism	0	NAMPT (12)	pubmed:1443581;pubmed:14704851;pubmed:2146924
NNAT	Nicotinate-nucleotide adenylyltransferase	atp_c + h_c + nicrnt_c --> dnad_c + ppi_c	NMNAT3	Nicotinate and nicotinamide metabolism	0	NMNAT3(7)	pubmed:13563526;pubmed:13563527;pubmed:20457531;pubmed:2146924
NNDPR	Quinolinate phosphoribosyltransferase decarboxylating	2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c	QPRT	Nicotinate and nicotinamide metabolism	0		pubmed:2582090
QUILSYN	Quinolinate Synthase(non-enzymatic)	cmusa_c --> h_c + h2o_c + quln_c		Nicotinate and nicotinamide metabolism	1
NTD2AMP	2'-nucleotidase (AMP)	2amp_c + h2o_c --> adn_c + pi_c	NT5C or IMPA1 or IMPA2	Nucleotide metabolism	0	IMPA1 (8);NT5C (5)	pubmed:15963349;pubmed:2157703;pubmed:444544;pubmed:9462881
NTD2CMP	2'-nucleotidase (CMP)	2cmp_c + h2o_c --> cytd_c + pi_c	NT5C or IMPA1 or IMPA2	Nucleotide metabolism	0	IMPA1 (8);NT5C (5)	pubmed:15963349;pubmed:2157703;pubmed:444544;pubmed:9462881
