DRUG_NAME	STRUCT_ID	TARGET_NAME	TARGET_CLASS	ACCESSION	GENE	SWISSPROT	ACT_VALUE	ACT_UNIT	ACT_TYPE	ACT_COMMENT	ACT_SOURCE	RELATION	MOA	MOA_SOURCE	ACT_SOURCE_URL	MOA_SOURCE_URL	ACTION_TYPE	TDL	ORGANISM
buspirone	437	Cytochrome P450 3A4	Enzyme	P08684	CYP3A4	CP3A4_HUMAN	5.13		Ki		WOMBAT-PK	=						Tclin	Homo sapiens
buspirone	437	5-hydroxytryptamine receptor 1A	GPCR	P08908	HTR1A	5HT1A_HUMAN	7.25		EC50		WOMBAT-PK	=	1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL49	PARTIAL AGONIST	Tclin	Homo sapiens
buspirone	437	5-hydroxytryptamine receptor 2A	GPCR	P28223	HTR2A	5HT2A_HUMAN	6.6		Ki		WOMBAT-PK	=						Tclin	Homo sapiens
buspirone	437	5-hydroxytryptamine receptor 2B	GPCR	P41595	HTR2B	5HT2B_HUMAN	6.41		Ki		WOMBAT-PK	=						Tclin	Homo sapiens
buspirone	437	5-hydroxytryptamine receptor 2C	GPCR	P28335	HTR2C	5HT2C_HUMAN	6.04		Ki		WOMBAT-PK	=						Tclin	Homo sapiens
buspirone	437	Alpha-1A adrenergic receptor	GPCR	P35348	ADRA1A	ADA1A_HUMAN	6.435		Ki		WOMBAT-PK	=						Tclin	Homo sapiens
buspirone	437	D(3) dopamine receptor	GPCR	P35462	DRD3	DRD3_HUMAN	6.18		Ki	Inhibition of [3H]spiperone binding to Dopamine receptor D3 in bovine cortex	CHEMBL	=						Tclin	Homo sapiens
buspirone	437	D(4) dopamine receptor	GPCR	P21917	DRD4	DRD4_HUMAN	7		Ki		WOMBAT-PK	=						Tchem	Homo sapiens
buspirone	437	Alpha-1D adrenergic receptor	GPCR	P25100	ADRA1D	ADA1D_HUMAN	6.277		Ki	DRUGMATRIX: Alpha-1D adrenergic receptor radioligand binding (ligand: prazosin)	DRUG MATRIX	=						Tclin	Homo sapiens
buspirone	437	5-hydroxytryptamine receptor 1B	GPCR	P28564	Htr1b	5HT1B_RAT	7.77		Ki	Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor	CHEMBL	=							Rattus norvegicus
buspirone	437	Membrane-associated progesterone receptor component 1	Membrane receptor	P70580	Pgrmc1	PGRC1_RAT	5.471		IC50	DRUGMATRIX: Sigma2 radioligand binding (ligand: [3H] Ifenprodil)	DRUG MATRIX	=							Rattus norvegicus
buspirone	437	D(2) dopamine receptor	GPCR	P61169	Drd2	DRD2_RAT	6.92		Ki	In vitro ability to inhibit [3H]spiperone binding to dopamine receptor D2 of rat limbic structures	CHEMBL	=							Rattus norvegicus
buspirone	437	5-hydroxytryptamine receptor 1A	GPCR	P19327	Htr1a	5HT1A_RAT	8.42		Ki	Displacement of [3H]8-OH-DPAT from 5HT1A receptor in rat hippocampal membranes	CHEMBL	=							Rattus norvegicus
buspirone	437	5-hydroxytryptamine receptor 2A	GPCR	P14842	Htr2a	5HT2A_RAT	6.32		Ki	Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand	CHEMBL	=							Rattus norvegicus
buspirone	437	Sigma non-opioid intracellular receptor 1	Membrane receptor	Q9R0C9	Sigmar1	SGMR1_RAT	7.32		Ki	Inhibition of [3H]DTG binding to sigma receptor in rat hippocampus	CHEMBL	=							Rattus norvegicus
buspirone	437	5-hydroxytryptamine receptor 7	GPCR	P32305	Htr7	5HT7R_RAT	6.4		Ki		IUPHAR	=					AGONIST		Rattus norvegicus
buspirone	437	5-hydroxytryptamine receptor 7	GPCR	P32304	Htr7	5HT7R_MOUSE	6.4		Ki		IUPHAR	=					ANTAGONIST		Mus musculus
buspirone	437	D(1A) dopamine receptor	GPCR	Q95136	DRD1	DRD1_BOVIN	5.21		Ki	Inhibition of [3H]SCH-23390 binding to Dopamine receptor D1 of bovine striatum	CHEMBL	=							Bos taurus
buspirone	437	D(2) dopamine receptor	GPCR	P20288	DRD2	DRD2_BOVIN	7.36		Ki	Inhibition of [3H]raclopride binding to Dopamine receptor D2 of bovine striatum	CHEMBL	=							Bos taurus
buspirone	437	5-hydroxytryptamine receptor 2C	GPCR	P08909	Htr2c	5HT2C_RAT	6		IC50	In vitro binding affinity towards the 5-hydroxytryptamine 1C receptor at 10 e-6 M	CHEMBL	=							Rattus norvegicus
buspirone	437	Alpha-1A adrenergic receptor	GPCR	P18130	ADRA1A	ADA1A_BOVIN	4.8		IC50	Binding affinity against alpha-1 adrenergic receptor in calf frontal cortex	CHEMBL	=							Bos taurus
buspirone	437	Alpha-2A adrenergic receptor	GPCR	Q28838	ADRA2A	ADA2A_BOVIN	5		IC50	Binding affinity against alpha-2 adrenergic receptor in calf frontal cortex	CHEMBL	=							Bos taurus
buspirone	437	5-hydroxytryptamine receptor 2A	GPCR	Q75Z89	HTR2A	5HT2A_BOVIN	6.75		Ki	Binding affinity against 5-hydroxytryptamine 2 receptor	CHEMBL	=							Bos taurus
buspirone	437	Solute carrier family 22 member 2	Transporter	O15244	SLC22A2	S22A2_HUMAN	4.92		IC50	Inhibition of human OCT2-mediated ASP+ uptake expressed in HEK293 cells after 3 mins by fluorescence assay	CHEMBL	=						Tchem	Homo sapiens
buspirone	437	Multidrug and toxin extrusion protein 1	Transporter	Q96FL8	SLC47A1	S47A1_HUMAN	5.77		IC50	Inhibition of human MATE1-mediated ASP+ uptake expressed in HEK293 cells after 1.5 mins by fluorescence assay	CHEMBL	=						Tchem	Homo sapiens
buspirone	437	Multidrug and toxin extrusion protein 2	Transporter	Q86VL8	SLC47A2	S47A2_HUMAN	4.34		IC50	Inhibition of human MATE2K-mediated ASP+ uptake expressed in HEK293 cells after 1.5 mins by fluorescence assay	CHEMBL	=						Tchem	Homo sapiens
buspirone	437	Serotonin 1 (5-HT1) receptor	GPCR	P19327|P28564|P28565|P30940	Htr1a|Htr1b|Htr1d|Htr1f	5HT1A_RAT|5HT1B_RAT|5HT1D_RAT|5HT1F_RAT	7.02		IC50	Binding affinity towards hippocampus 5-hydroxytryptamine 1 receptor was measured using radioligand [3H]5-HT	CHEMBL	=							Rattus norvegicus
buspirone	437	Adrenergic receptor alpha-2	GPCR	P19328|P22086|P22909	Adra2b|Adra2c|Adra2a	ADA2B_RAT|ADA2C_RAT|ADA2A_RAT	5		IC50	Binding affinity against Alpha-2 adrenergic receptor in rat brain membrane using [3H]yohimbine as radioligand	CHEMBL	=							Rattus norvegicus
buspirone	437	Dopamine receptor	GPCR	P18901|P19020|P25115|P30729|P61169	Drd1|Drd3|Drd5|Drd4|Drd2	DRD1_RAT|DRD3_RAT|DRD5_RAT|DRD4_RAT|DRD2_RAT	6.92		IC50	Inhibition of [3H]spiperone binding to dopamine receptor from rat corpus striatal membranes	CHEMBL	=							Rattus norvegicus
buspirone	437	Adrenergic receptor alpha-1	GPCR	P15823|P23944|P43140	Adra1b|Adra1d|Adra1a	ADA1B_RAT|ADA1D_RAT|ADA1A_RAT	6.86		Ki	The compound was tested for its binding affinity towards Alpha-1 adrenergic receptor by displacing [3H]WB-4101 radioligand in rat cerebral cortex	CHEMBL	=							Rattus norvegicus
buspirone	437	Serotonin 2 (5-HT2) receptor	GPCR	P08909|P14842|P30994	Htr2c|Htr2a|Htr2b	5HT2C_RAT|5HT2A_RAT|5HT2B_RAT	6.76		Ki	The compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [3H]ketanserin radioligand in rat cerebral cortex	CHEMBL	=							Rattus norvegicus
busulfan	438	Matrix metalloproteinase-9	Enzyme	P14780	MMP9	MMP9_HUMAN	5.283		IC50	"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)"	DRUG MATRIX	=						Tchem	Homo sapiens
secbutabarbital	439	GABA-A receptor alpha-1/beta-2/gamma-2	Ion channel	P14867|P18507|P47870	GABRA1|GABRG2|GABRB2	GBRA1_HUMAN|GBRG2_HUMAN|GBRB2_HUMAN					WOMBAT-PK		1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200982	POSITIVE ALLOSTERIC MODULATOR	Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin	Homo sapiens
butalbital	441	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	P14867|P18507|P28472	GABRA1|GABRG2|GABRB3	GBRA1_HUMAN|GBRG2_HUMAN|GBRB3_HUMAN					WOMBAT-PK		1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL454	POSITIVE ALLOSTERIC MODULATOR	Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin	Homo sapiens
butenafine	444	Alpha-2A adrenergic receptor	GPCR	P08913	ADRA2A	ADA2A_HUMAN	5.864		Ki	DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912)	DRUG MATRIX	=						Tclin	Homo sapiens
butenafine	444	Sigma non-opioid intracellular receptor 1	Membrane receptor	Q99720	SIGMAR1	SGMR1_HUMAN	5.779		Ki	DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol)	DRUG MATRIX	=						Tclin	Homo sapiens
butenafine	444	Sodium-dependent serotonin transporter	Transporter	P31645	SLC6A4	SC6A4_HUMAN	6.125		Ki	"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)"	DRUG MATRIX	=						Tclin	Homo sapiens
butenafine	444	Sodium-dependent noradrenaline transporter	Transporter	P23975	SLC6A2	SC6A2_HUMAN	5.411		Ki	DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55)	DRUG MATRIX	=						Tclin	Homo sapiens
butenafine	444	Cytochrome P450 2D6	Enzyme	P10635	CYP2D6	CP2D6_HUMAN	6.523		IC50	"DRUGMATRIX: CYP450, 2D6 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)"	DRUG MATRIX	=						Tclin	Homo sapiens
butenafine	444	Acetylcholinesterase	Enzyme	P22303	ACHE	ACES_HUMAN	5.161		IC50	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	DRUG MATRIX	=						Tclin	Homo sapiens
butenafine	444	Squalene epoxidase	Enzyme	Q4JEY0		Q4JEY0_TRIRU				Mechanism of Action; CHEMBL2364679; SINGLE PROTEIN	CHEMBL		1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL990	INHIBITOR		Trichophyton rubrum
butenafine	444	Membrane-associated progesterone receptor component 1	Membrane receptor	P70580	Pgrmc1	PGRC1_RAT	6.805		Ki	DRUGMATRIX: Sigma2 radioligand binding (ligand: [3H] Ifenprodil)	DRUG MATRIX	=							Rattus norvegicus
butenafine	444	Enoyl-[acyl-carrier-protein] reductase [NADH]	Enzyme	Q5NGQ3	fabI	Q5NGQ3_FRATT	4.12		IC50	Inhibition of C-terminal His6-tagged Francisella tularensis SCHU S4 FabI expressed in Escherichia coli BL21 (DE3) using CrCoA as substrate assessed as oxidation of NADH to NAD+ by fluorescence assay	CHEMBL	=							Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)
butenafine	444	Squalene monooxygenase	Enzyme	Q92206	ERG1	ERG1_CANAL	7.347		IC50		WOMBAT-PK	=							Candida albicans (strain SC5314 / ATCC MYA-2876)
butoconazole	450	Lanosterol 14-alpha demethylase	Enzyme	P10613	ERG11	CP51_CANAL				Mechanism of Action; CHEMBL1780; SINGLE PROTEIN	CHEMBL		1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1295	INHIBITOR		Candida albicans (strain SC5314 / ATCC MYA-2876)
butorphanol	454	Mu-type opioid receptor	GPCR	P35372	OPRM1	OPRM_HUMAN	9.92		Ki	Displacement of [3H]DAMGO form human mu opioid receptor expressed in CHO cells	CHEMBL	=	1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL33986	PARTIAL AGONIST	Tclin	Homo sapiens
butorphanol	454	Kappa-type opioid receptor	GPCR	P41145	OPRK1	OPRK_HUMAN	9.92		Ki	Displacement of [3H]U69593 from human kappa opioid receptor expressed in CHO cell membrane	CHEMBL	=	1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL33986	PARTIAL AGONIST	Tclin	Homo sapiens
butorphanol	454	Delta-type opioid receptor	GPCR	P41143	OPRD1	OPRD_HUMAN	7.92		Ki	Displacement of [3H]Naltindole from human delta opioid receptor expressed in CHO cell membrane	CHEMBL	=						Tclin	Homo sapiens
butriptyline	455	Sodium-dependent serotonin transporter	Transporter	P31645	SLC6A4	SC6A4_HUMAN	5.866		Ki		PDSP	=						Tclin	Homo sapiens
butriptyline	455	Sodium-dependent noradrenaline transporter	Transporter	P23975	SLC6A2	SC6A2_HUMAN	5.292		Ki		PDSP							Tclin	Homo sapiens
butriptyline	455	Sodium-dependent dopamine transporter	Transporter	Q01959	SLC6A3	SC6A3_HUMAN	5.405		Ki		PDSP	=						Tclin	Homo sapiens
scopolamine butylbromide	458	Muscarinic acetylcholine receptor M1	GPCR	P11229	CHRM1	ACM1_HUMAN					WOMBAT-PK							Tclin	Homo sapiens
scopolamine butylbromide	458	Muscarinic acetylcholine receptor M2	GPCR	P08172	CHRM2	ACM2_HUMAN					WOMBAT-PK							Tclin	Homo sapiens
scopolamine butylbromide	458	Muscarinic acetylcholine receptor M3	GPCR	P20309	CHRM3	ACM3_HUMAN					WOMBAT-PK							Tclin	Homo sapiens
scopolamine butylbromide	458	Muscarinic acetylcholine receptor M4	GPCR	P08173	CHRM4	ACM4_HUMAN					WOMBAT-PK							Tclin	Homo sapiens
cabergoline	460	D(1A) dopamine receptor	GPCR	P21728	DRD1	DRD1_HUMAN	6.7		Ki		IUPHAR	=					AGONIST	Tclin	Homo sapiens
cabergoline	460	D(2) dopamine receptor	GPCR	P14416	DRD2	DRD2_HUMAN	9.2		Ki		IUPHAR	=	1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201087	AGONIST	Tclin	Homo sapiens
cabergoline	460	Alpha-2A adrenergic receptor	GPCR	P08913	ADRA2A	ADA2A_HUMAN	7.9		Ki		IUPHAR	=					ANTAGONIST	Tclin	Homo sapiens
cabergoline	460	5-hydroxytryptamine receptor 1A	GPCR	P08908	HTR1A	5HT1A_HUMAN	7.7		Ki		IUPHAR	=					AGONIST	Tclin	Homo sapiens
cabergoline	460	5-hydroxytryptamine receptor 2A	GPCR	P28223	HTR2A	5HT2A_HUMAN	8.2		Ki		IUPHAR	=					AGONIST	Tclin	Homo sapiens
cabergoline	460	5-hydroxytryptamine receptor 2B	GPCR	P41595	HTR2B	5HT2B_HUMAN	8.85		Ki	Displacement of [125I](+/-)DOI from human 5-HT2B receptor transfected in CHO cell membrane after 60 mins by scintillation counting analysis	CHEMBL	=						Tclin	Homo sapiens
cabergoline	460	5-hydroxytryptamine receptor 2C	GPCR	P28335	HTR2C	5HT2C_HUMAN	6.2		Ki		IUPHAR	=					AGONIST	Tclin	Homo sapiens
cabergoline	460	Alpha-1A adrenergic receptor	GPCR	P35348	ADRA1A	ADA1A_HUMAN	6.5		Ki		IUPHAR	=					ANTAGONIST	Tclin	Homo sapiens
cabergoline	460	Alpha-2B adrenergic receptor	GPCR	P18089	ADRA2B	ADA2B_HUMAN	7.1		Ki		IUPHAR	=					ANTAGONIST	Tclin	Homo sapiens
cabergoline	460	D(3) dopamine receptor	GPCR	P35462	DRD3	DRD3_HUMAN	9.1		Ki		IUPHAR	=					AGONIST	Tclin	Homo sapiens
cabergoline	460	D(1B) dopamine receptor	GPCR	P21918	DRD5	DRD5_HUMAN	7.7		Ki		IUPHAR	=					AGONIST	Tchem	Homo sapiens
cabergoline	460	5-hydroxytryptamine receptor 1B	GPCR	P28222	HTR1B	5HT1B_HUMAN	6.3		Ki		IUPHAR	=					AGONIST	Tclin	Homo sapiens
cabergoline	460	5-hydroxytryptamine receptor 1D	GPCR	P28221	HTR1D	5HT1D_HUMAN	8.1		Ki		IUPHAR	=					AGONIST	Tclin	Homo sapiens
cabergoline	460	Alpha-2C adrenergic receptor	GPCR	P18825	ADRA2C	ADA2C_HUMAN	7.7		Ki		IUPHAR	=					ANTAGONIST	Tclin	Homo sapiens
cabergoline	460	D(4) dopamine receptor	GPCR	P21917	DRD4	DRD4_HUMAN	7.3		Ki		IUPHAR	=					AGONIST	Tchem	Homo sapiens
cabergoline	460	Alpha-1D adrenergic receptor	GPCR	P25100	ADRA1D	ADA1D_HUMAN	6.78		Ki		PDSP							Tclin	Homo sapiens
cabergoline	460	Alpha-1B adrenergic receptor	GPCR	P35368	ADRA1B	ADA1B_HUMAN	7.22		Ki		PDSP							Tclin	Homo sapiens
cadralazine	461	Voltage-dependent L-type calcium channel subunit alpha-1C	Ion channel	Q13936	CACNA1C	CAC1C_HUMAN					WOMBAT-PK							Tclin	Homo sapiens
cadralazine	461	Myeloperoxidase	Enzyme	P05164	MPO	PERM_HUMAN	5.301		IC50		WOMBAT-PK	=						Tchem	Homo sapiens
caffeine	463	Adenosine receptor A2a	GPCR	P29274	ADORA2A	AA2AR_HUMAN	5.61		Ki	Competitive binding affinity to human adenosine A2A receptor expressed in HEK293 cells after 60 mins by fluorescence polarization assay in presence of MRS5346	CHEMBL	=	1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL113	ANTAGONIST	Tclin	Homo sapiens
caffeine	463	Potassium voltage-gated channel subfamily H member 2	Ion channel	Q12809	KCNH2	KCNH2_HUMAN	5.31		IC50	Inhibition of human ERG	CHEMBL	=						Tclin	Homo sapiens
caffeine	463	Adenosine receptor A1	GPCR	P30542	ADORA1	AA1R_HUMAN	4.97		Ki		IUPHAR	=	1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL113	ANTAGONIST	Tclin	Homo sapiens
caffeine	463	Adenosine receptor A2b	GPCR	P29275	ADORA2B	AA2BR_HUMAN	4.77		Ki		WOMBAT-PK	=	1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL113	ANTAGONIST	Tclin	Homo sapiens
caffeine	463	Adenosine receptor A3	GPCR	P0DMS8	ADORA3	AA3R_HUMAN	4.33		Ki		WOMBAT-PK	=					ANTAGONIST	Tchem	Homo sapiens
caffeine	463	Acetylcholinesterase	Enzyme	P22303	ACHE	ACES_HUMAN	5.14		IC50	Inhibition of human AChE using acetylthiocholine iodide as substrate treated 5 mins before substrate addition measured up to 4 mins by Ellman's method	CHEMBL	=						Tclin	Homo sapiens
caffeine	463	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"	Kinase	O00329	PIK3CD	PK3CD_HUMAN	4.12		IC50	Inhibition of PI3Kdelta (unknown origin)	CHEMBL	=						Tclin	Homo sapiens
caffeine	463	"Glycogen phosphorylase, muscle form"	Enzyme	P00489	PYGM	PYGM_RABIT	4.13		IC50	Inhibition of rabbit muscle glycogen phosphorylase A assessed as release of phosphate from glucose-1-phosphate after 25 mins	CHEMBL	=							Oryctolagus cuniculus
caffeine	463	Adenosine receptor A1	GPCR	P25099	Adora1	AA1R_RAT	4.77		Ki	Displacement of [3H]CHA from adenosine A1 receptor in rat brain cortical membrane	CHEMBL	=							Rattus norvegicus
caffeine	463	Adenosine receptor A2a	GPCR	P30543	Adora2a	AA2AR_RAT	5.03		Ki	Displacement of [3H]CGS21680 from adenosine A2A receptor in rat brain striatal membrane	CHEMBL	=							Rattus norvegicus
caffeine	463	Adenosine receptor A1	GPCR	P28190	ADORA1	AA1R_BOVIN	4.54		Ki	Affinity to A1 adenosine receptor was measured by the displacement of [3H]PIA in bovine brain cortical membrane	CHEMBL	=							Bos taurus
caffeine	463	Adenosine receptor A1	GPCR	P47745	ADORA1	AA1R_CAVPO	4		Ki	Binding affinity against adenosine A1 receptor in guinea pig forebrain membranes using N6-[3H]cyclohexyladenosine as radioligand	CHEMBL	=							Cavia porcellus
caffeine	463	Adenosine A2 receptor	GPCR	P29276|P30543	Adora2b|Adora2a	AA2BR_RAT|AA2AR_RAT	4.57		Ki	Binding affinity against adenosine A2 receptor in rat striatal membranes using N-[3H]-ethyladenosin-5''-uronamide as radioligand in the presence of 50 nM cyclopentyladenosine	CHEMBL	=							Rattus norvegicus
caffeine	463	Adenosine receptor	GPCR	P25099|P28647|P29276|P30543	Adora1|Adora3|Adora2b|Adora2a	AA1R_RAT|AA3R_RAT|AA2BR_RAT|AA2AR_RAT	4.22		Ki	Antagonist binding of N6-cyclohexyl-[3H]-adenosine to rat testes	CHEMBL	=							Rattus norvegicus
caffeine	463	Guanine deaminase	Enzyme	Q9Y2T3	GDA	GUAD_HUMAN	4.99		Ki	Inhibition of GDA by colorimetric assay	CHEMBL	=						Tbio	Homo sapiens
caffeine	463	Adenosine A2a receptor	GPCR	P46616	ADORA2A	AA2AR_CAVPO	4.1		Ki	Antagonist binding of N6-cyclohexyl-[3H]-adenosine to guinea pig brain	CHEMBL	=							Cavia porcellus
caffeine	463	Adenosine receptor A2b	GPCR	Q60614	Adora2b	AA2BR_MOUSE	4.89		Ki		IUPHAR	=					ANTAGONIST		Mus musculus
calcifediol	464	Vitamin D3 receptor	Nuclear hormone receptor	P11473	VDR	VDR_HUMAN				Mechanism of Action; CHEMBL1977; SINGLE PROTEIN	CHEMBL		1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL3544909	AGONIST	Tclin	Homo sapiens
calcipotriene	465	Vitamin D3 receptor	Nuclear hormone receptor	P11473	VDR	VDR_HUMAN	9.51		Kd	Binding affinity to VDR receptor	CHEMBL	=	1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200666	AGONIST	Tclin	Homo sapiens
calcitriol	466	"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial"	Enzyme	O15528	CYP27B1	CP27B_HUMAN					WOMBAT-PK							Tchem	Homo sapiens
calcitriol	466	Vitamin D3 receptor	Nuclear hormone receptor	P11473	VDR	VDR_HUMAN	8.4		EC50		WOMBAT-PK	=	1	CHEMBL		https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL846	AGONIST	Tclin	Homo sapiens
calcitriol	466	Vitamin D 25-hydroxylase	Enzyme	Q6VVX0	CYP2R1	CP2R1_HUMAN					WOMBAT-PK							Tbio	Homo sapiens
calcitriol	466	Vitamin D-binding protein	Secreted	P02774	GC	VTDB_HUMAN	7.62		Kd	Binding affinity to human vitamin D binding protein	CHEMBL	=						Tchem	Homo sapiens
calcitriol	466	Vitamin D3 receptor	Transcription factor	P13053	Vdr	VDR_RAT	10.3		Ki	"Displacement of [3H]1-alpha,25-(OH)2D3 from rat recombinant full length VDR"	CHEMBL	=							Rattus norvegicus
calcitriol	466	Vitamin D3 receptor	Transcription factor	O42392	VDR	VDR_CHICK	10.6		Ki	Displacement from vitamin D receptor in chick intestine: 50% displacement	CHEMBL	=							Gallus gallus
calcitriol	466	Vitamin D3 receptor	Transcription factor	Q28037	VDR	VDR_BOVIN	10.3		EC50	"Displacement of [3H]1,25-(OH)2D3 from bovine thymus vitamin D receptor"	CHEMBL	=							Bos taurus
calcitriol	466	Vitamin D3 receptor	Nuclear hormone receptor	A3RGC1	VDR	VDR_PIG	10.15		Kd	"Displacement of [3H]1-alpha,25-(OH)2D3 from VDR in pig intestinal mucosa"	CHEMBL	=							Sus scrofa
calcitriol	466	Vitamin D3 receptor A	Nuclear hormone receptor	Q9PTN2	vdra	VDRA_DANRE	8.26		EC50	Agonist activity at zebrafish gal4-VDR LBD expressed in human MCF7 cells by luciferase reporter gene based transactivation assay	CHEMBL	=							Danio rerio
camphor	470	Acetylcholinesterase	Enzyme	O42275	ache	ACES_ELEEL	4.3		Ki	Inhibition of Electrophorus electricus (electric eel) acetylcholinesterase (AChE) using acetylthiocholine iodide substrate by Ellman method based colorimetry	CHEMBL	=							Electrophorus electricus
camphor	470	Transient receptor potential cation channel subfamily A member 1	Ion channel	Q8BLA8	Trpa1	TRPA1_MOUSE	4.2		IC50		IUPHAR	=					GATING INHIBITOR		Mus musculus
camostat	471	Prothrombin	Enzyme	P00734	F2	THRB_HUMAN	4.5		IC50	Concentration required to inhibit enzymatic cleavage of the chromogenic substrate (H-D-Phe-Pip-Arg-pNA) thrombin in vitro.	CHEMBL	=						Tclin	Homo sapiens
camostat	471	Trypsin-1	Enzyme	P07477	PRSS1	TRY1_HUMAN	7.3		IC50	Concentration required to inhibit enzymatic cleavage of the chromogenic substrate (Boc-Phe-Ser-Arg-AMC) for trypsin in vitro.	CHEMBL	=	1	IUPHAR		http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=6432	INHIBITOR	Tclin	Homo sapiens
camostat	471	Kallikrein-1	Enzyme	P06870	KLK1	KLK1_HUMAN	5.83		IC50	Concentration required to inhibit enzymatic cleavage of the chromogenic substrate (H-D-Pro-Phe-Arg-pNA) for plasma kallikrein in vitro.	CHEMBL	=						Tchem	Homo sapiens
camostat	471	Plasminogen	Enzyme	Q01177	Plg	PLMN_RAT	5.58		IC50	Concentration required to inhibit enzymatic cleavage of the chromogenic substrate (H-D-Val-Leu-Lys-pNA) for plasmin in vitro.	CHEMBL	=							Rattus norvegicus
camostat	471	Solute carrier family 22 member 2	Transporter	O15244	SLC22A2	S22A2_HUMAN	4.78		IC50	Inhibition of human OCT2-mediated ASP+ uptake expressed in HEK293 cells after 3 mins by fluorescence assay	CHEMBL	=						Tchem	Homo sapiens
camostat	471	Multidrug and toxin extrusion protein 1	Transporter	Q96FL8	SLC47A1	S47A1_HUMAN	5.54		IC50	Inhibition of human MATE1-mediated ASP+ uptake expressed in HEK293 cells after 1.5 mins by fluorescence assay	CHEMBL	=						Tchem	Homo sapiens
camostat	471	Multidrug and toxin extrusion protein 2	Transporter	Q86VL8	SLC47A2	S47A2_HUMAN	4.9		IC50	Inhibition of human MATE2K-mediated ASP+ uptake expressed in HEK293 cells after 1.5 mins by fluorescence assay	CHEMBL	=						Tchem	Homo sapiens
camostat	471	Serine protease hepsin	Enzyme	P05981	HPN	HEPS_HUMAN	7.54		IC50	Inhibition of recombinant C-terminal His10-tagged human Hepsin (R45 to L17 residues) D161E/ R162K double mutant expressed in mouse NS0 cells using Boc-QRR-AMC as substrate after 15 mins by automated fluorescence assay	CHEMBL	=						Tchem	Homo sapiens
camostat	471	Hepatocyte growth factor activator	Enzyme	Q04756	HGFAC	HGFA_HUMAN	4.49		IC50		CHEMBL	=						Tchem	Homo sapiens
camostat	471	Transmembrane protease serine 2	Enzyme	O15393	TMPRSS2	TMPS2_HUMAN	6		IC50	Inhibition of TMPRSS2-dependent MERS-S-mediated membrane fusion in an in vitro reporter assay.	IUPHAR	=					INHIBITOR	Tchem	Homo sapiens
camylofin	472	Solute carrier family 22 member 1	Transporter	O15245	SLC22A1	S22A1_HUMAN	5.04		IC50	Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay	CHEMBL	=						Tchem	Homo sapiens
candesartan cilexetil	475	Thromboxane-A synthase	Enzyme	P24557	TBXAS1	THAS_HUMAN	5.51		IC50	DRUGMATRIX: Thromboxane Synthetase enzyme inhibition (substrate: PGH2)	CHEMBL	=						Tchem	Homo sapiens
candesartan cilexetil	475	Type-1 angiotensin II receptor	GPCR	P25104	AGTR1	AGTR1_BOVIN	6.96		IC50		CHEMBL	=							Bos taurus
