complexes	complex	subunits	reactions	genes	coefficients	cofactors	notes	stoichiometry	compartment	molar_mass
cplx_HOMODIMER_Aldh3a1_pc	cplx_HOMODIMER_Aldh3a1	protein_Aldh3a1_pc	ALDD2x;4H2HXEAL2EDHx;4H2NNEAL2EDHx;BZALDHx;HPTALDHx;HPTEAL2EDHx;HXALDHx;HXEAL2EDHx;NONALDHx;NONEAL2EDHx;OCTALDHx;OCTEAL2EDHx;RBTDG_Dx;34DHALDDx;34DHALDDy;3M4HDXPACx;3M4HDXPACy;ALDD19x;ALDD19y;ALDD2y;MACOXO;34DHXMANDACOXx;34DHXMANDACOXy;4HOXPACDORx;4HOXPACDORy	Aldh3a1	2			protein_Aldh3a1_pc(2)	pc	100954.76600000034
cplx_HOMODIMER_Aldh3a2_pc	cplx_HOMODIMER_Aldh3a2	protein_Aldh3a2_pc	ALDD2x;ABUTDx;BAMPPALDOXx;NABTNO;GLYALDD;TMABADH;HPTALDHx;HPTEAL2EDHx;HXALDHx;HXEAL2EDHx;NONALDHx;NONEAL2EDHx;OCTALDHx;OCTEAL2EDHx;PPALDHx;5HOXINDACTOX;HXDCAL2EDHx;HXDCAL2EDHy;HXDCALDHx;HXDCALDHy;GLACOx;FRNSL2E6EDH;IMACTD;MACOXO;MMALNDHx	Aldh3a2	2			protein_Aldh3a2_pc(2)	pc	107950.63800000038
cplx_MONOMER_Aldh3b1_pc	cplx_MONOMER_Aldh3b1	protein_Aldh3b1_pc	ALDD2x;BAMPPALDOXx;4H2HXEAL2EDHx;4H2NNEAL2EDHx;BZALDHx;HPTALDHx;HPTEAL2EDHx;HXALDHx;HXEAL2EDHx;NONALDHx;NONEAL2EDHx;OCTALDHx;OCTEAL2EDHx;RBTDG_Dx;34DHALDDx;34DHALDDy;3M4HDXPACx;3M4HDXPACy;ALDD19x;ALDD19y;ALDD2y;LCAD;HXDCAL2EDHx;HXDCAL2EDHy;HXDCALDHx;HXDCALDHy;MACOXO;34DHXMANDACOXx;34DHXMANDACOXy;4HOXPACDORx;4HOXPACDORy	Aldh3b1	1		ASSUMED MONOMER	protein_Aldh3b1_pc(1)	pc	52292.709000000206
cplx_HOMOTETRAMER_Aldh9a1_pc	cplx_HOMOTETRAMER_Aldh9a1	protein_Aldh9a1_pc	ALDD2x;ABUTDx;BAMPPALDOXx;NABTNO;GLYALDD;BETALDDHx;TMABADH;BZALDHx;HPTALDHx;HPTEAL2EDHx;HXALDHx;HXEAL2EDHx;NONALDHx;NONEAL2EDHx;OCTALDHx;OCTEAL2EDHx;PPALDHx;5HOXINDACTOX;GLACOx;IMACTD;ALDD20x;MMALNDHx	Aldh9a1	4			protein_Aldh9a1_pc(4)	pc	214053.1040000007
cplx_HOMOTETRAMER_Aldoa_pc	cplx_HOMOTETRAMER_Aldoa	protein_Aldoa_pc	FBA;FBA2;FBA3;FBA6	Aldoa	4			protein_Aldoa_pc(4)	pc	157434.4000000003
cplx_HOMOTETRAMER_Aldob_pc	cplx_HOMOTETRAMER_Aldob	protein_Aldob_pc	FBA;FBA2;FBA3;FBA6	Aldob	4			protein_Aldob_pc(4)	pc	158042.71200000038
cplx_HOMOTETRAMER_Aldoc_pc	cplx_HOMOTETRAMER_Aldoc	protein_Aldoc_pc	FBA;FBA2;FBA3;FBA6	Aldoc	4			protein_Aldoc_pc(4)	pc	157574.09200000053
cplx_HOMODIMER_Alpl_pc	cplx_HOMODIMER_Alpl	protein_Alpl_pc	AHDTPPPH;ALKP;CRTNP;THMMPP;CRTNPe;ETHPe;NDPADPe;NTDAMPe;NTPAe;PPAe;PYDXPPe;THMMPPe	Alpl	2		ASSUMED MONOMER	protein_Alpl_pc(2)	pc	115017.28600000052
cplx_MONOMER_Amdhd2_pc	cplx_MONOMER_Amdhd2	protein_Amdhd2_pc	AGDC	Amdhd2	1		ASSUMED MONOMER	protein_Amdhd2_pc(1)	pc	43487.12900000013
cplx_HOMOTETRAMER_Ampd3_pc	cplx_HOMOTETRAMER_Ampd3	protein_Ampd3_pc	AMPDA	Ampd3	4			protein_Ampd3_pc(4)	pc	354593.8319999995
cplx_MONOMER_Ank_pc	cplx_MONOMER_Ank	protein_Ank_pc	ATPte;CITt	Ank	1		ASSUMED MONOMER	protein_Ank_pc(1)	pc	54299.51900000017
cplx_HOMODIMER_Ano6_pc	cplx_HOMODIMER_Ano6	protein_Ano6_pc	PCSCRt;PSSCRt;LPCSCRt	Ano6	2			protein_Ano6_pc(2)	pc	212498.1499999995
cplx_HOMOTETRAMER_Apeh_pc	cplx_HOMOTETRAMER_Apeh	protein_Apeh_pc	ACMAH	Apeh	4			protein_Apeh_pc(4)	pc	326227.82400000055
cplx_HOMOTETRAMER_Apip_pc	cplx_HOMOTETRAMER_Apip	protein_Apip_pc	MDRPD	Apip	4			protein_Apip_pc(4)	pc	107787.588
cplx_HOMODIMER_Aprt_pc	cplx_HOMODIMER_Aprt	protein_Aprt_pc	ADPT;AICRT	Aprt	2			protein_Aprt_pc(2)	pc	39445.46999999998
cplx_HOMOTETRAMER_Aqp1_pc	cplx_HOMOTETRAMER_Aqp1	protein_Aqp1_pc	CO2t;H2Ot;O2t;NH3t;NOt;O2St;NH4t	Aqp1	4			protein_Aqp1_pc(4)	pc	115172.81599999999
cplx_HOMOTETRAMER_Aqp3_pc	cplx_HOMOTETRAMER_Aqp3	protein_Aqp3_pc	H2Ot;GLYCt;ARSNIt;NH3t;NH4t	Aqp3	4			protein_Aqp3_pc(4)	pc	126266.53600000002
cplx_MONOMER_Arf1_pc	cplx_MONOMER_Arf1	protein_Arf1_pc	NTPG	Arf1	1		ASSUMED MONOMER	protein_Arf1_pc(1)	pc	20695.57299999998
cplx_MONOMER_Arf6_pc	cplx_MONOMER_Arf6	protein_Arf6_pc	NTPG	Arf6	1		ASSUMED MONOMER	protein_Arf6_pc(1)	pc	20086.010999999988
cplx_HOMOTRIMER_Arg1_pc	cplx_HOMOTRIMER_Arg1	protein_Arg1_pc	ARGN	Arg1	3			protein_Arg1_pc(3)	pc	104416.55999999997
cplx_MONOMER_Armt1_pc	cplx_MONOMER_Armt1	protein_Armt1_pc	E4PP;F1PP;F6PP;GAPP;PROTGMT;R5PP	Armt1	1			protein_Armt1_pc(1)	pc	50532.206000000115
cplx_MONOMER_Art4_pc	cplx_MONOMER_Art4	protein_Art4_pc	PROTRADPRTe	Art4	1		ASSUMED MONOMER	protein_Art4_pc(1)	pc	33084.867000000006
cplx_HOMOTETRAMER_Asl_pc	cplx_HOMOTETRAMER_Asl	protein_Asl_pc	ARGSL	Asl	4			protein_Asl_pc(4)	pc	206942.7960000008
cplx_COMPLEX_Pik3c3_Atg14_pc	cplx_COMPLEX_Pik3c3_Atg14	protein_Atg14_pc;protein_Becn1_pc;protein_Pik3c3_pc;protein_Pik3r4_pc	PI3K	Atg14;Becn1;Pik3c3;Pik3r4	1;1			protein_Atg14_pc(1);protein_Becn1_pc(1)	pc	106955.32100000035
cplx_HOMODIMER_Atic_pc	cplx_HOMODIMER_Atic	protein_Atic_pc	AICART;IMPC	Atic	2			protein_Atic_pc(2)	pc	128423.5100000006
cplx_HETERODIMER_Atp11a_Tmem30a_pc	cplx_HETERODIMER_Atp11a_Tmem30a	protein_Atp11a_pc;protein_Tmem30a_pc	PEFLIPt;PSFLIPt	Atp11a;Tmem30a	1;1			protein_Atp11a_pc(1);protein_Tmem30a_pc(1)	pc	176551.5059999994
cplx_HETERODIMER_Atp11b_Tmem30a_pc	cplx_HETERODIMER_Atp11b_Tmem30a	protein_Atp11b_pc;protein_Tmem30a_pc	PEFLIPt;PSFLIPt	Atp11b;Tmem30a	1;1			protein_Atp11b_pc(1);protein_Tmem30a_pc(1)	pc	174591.4339999993
cplx_HETERODIMER_Atp11c_Tmem30a_pc	cplx_HETERODIMER_Atp11c_Tmem30a	protein_Atp11c_pc;protein_Tmem30a_pc	PEFLIPt;PSFLIPt	Atp11c;Tmem30a	1;1			protein_Atp11c_pc(1);protein_Tmem30a_pc(1)	pc	170302.48799999952
cplx_HETERODIMER_Atp1_A1b1_pc	cplx_HETERODIMER_Atp1_A1b1	protein_Atp1a1_pc;protein_Atp1b1_pc	NaKt	Atp1a1;Atp1b1	1;1			protein_Atp1a1_pc(1);protein_Atp1b1_pc(1)	pc	148157.28199999963
cplx_HETERODIMER_Atp1_A1b2_pc	cplx_HETERODIMER_Atp1_A1b2	protein_Atp1a1_pc;protein_Atp1b2_pc	NaKt	Atp1a1;Atp1b2	1;1			protein_Atp1a1_pc(1);protein_Atp1b2_pc(1)	pc	146303.84399999963
cplx_HETERODIMER_Atp1_A1b3_pc	cplx_HETERODIMER_Atp1_A1b3	protein_Atp1a1_pc;protein_Atp1b3_pc	NaKt	Atp1a1;Atp1b3	1;1			protein_Atp1a1_pc(1);protein_Atp1b3_pc(1)	pc	144736.40899999964
cplx_HETERODIMER_Atp1_A3b1_pc	cplx_HETERODIMER_Atp1_A3b1	protein_Atp1a3_pc;protein_Atp1b1_pc	NaKt	Atp1a3;Atp1b1	1;1			protein_Atp1a3_pc(1);protein_Atp1b1_pc(1)	pc	146866.67999999964
cplx_HETERODIMER_Atp1_A3b2_pc	cplx_HETERODIMER_Atp1_A3b2	protein_Atp1a3_pc;protein_Atp1b2_pc	NaKt	Atp1a3;Atp1b2	1;1			protein_Atp1a3_pc(1);protein_Atp1b2_pc(1)	pc	145013.24199999965
cplx_HETERODIMER_Atp1_A3b3_pc	cplx_HETERODIMER_Atp1_A3b3	protein_Atp1a3_pc;protein_Atp1b3_pc	NaKt	Atp1a3;Atp1b3	1;1			protein_Atp1a3_pc(1);protein_Atp1b3_pc(1)	pc	143445.80699999965
cplx_HETERODIMER_Atp1_A4b1_pc	cplx_HETERODIMER_Atp1_A4b1	protein_Atp1a4_pc;protein_Atp1b1_pc	NaKt	Atp1a4;Atp1b1	1;1			protein_Atp1a4_pc(1);protein_Atp1b1_pc(1)	pc	150072.04099999953
cplx_HETERODIMER_Atp1_A4b2_pc	cplx_HETERODIMER_Atp1_A4b2	protein_Atp1a4_pc;protein_Atp1b2_pc	NaKt	Atp1a4;Atp1b2	1;1			protein_Atp1a4_pc(1);protein_Atp1b2_pc(1)	pc	148218.60299999954
cplx_HETERODIMER_Atp1_A4b3_pc	cplx_HETERODIMER_Atp1_A4b3	protein_Atp1a4_pc;protein_Atp1b3_pc	NaKt	Atp1a4;Atp1b3	1;1			protein_Atp1a4_pc(1);protein_Atp1b3_pc(1)	pc	146651.16799999954
cplx_MONOMER_Atp2b1_pc	cplx_MONOMER_Atp2b1	protein_Atp2b1_pc	CAATPS1	Atp2b1	1			protein_Atp2b1_pc(1)	pc	134725.45399999953
cplx_MONOMER_Atp2b4_pc	cplx_MONOMER_Atp2b4	protein_Atp2b4_pc	CAATPS1	Atp2b4	1			protein_Atp2b4_pc(1)	pc	133051.2989999994
cplx_COMPLEX_Atp6v0v1_pc	cplx_COMPLEX_Atp6v0v1	protein_Atp6ap1_pc;protein_Atp6ap2_pc;protein_Atp6v0a1_pc;protein_Atp6v0b_pc;protein_Atp6v0c_pc;protein_Atp6v0d1_pc;protein_Atp6v0e_pc;protein_Atp6v1a_pc;protein_Atp6v1b2_pc;protein_Atp6v1c1_pc;protein_Atp6v1d_pc;protein_Atp6v1e1_pc;protein_Atp6v1f_pc;protein_Atp6v1g1_pc;protein_Atp6v1h_pc	VATPASEte	Atp6ap1;Atp6ap2;Atp6v0a1;Atp6v0b;Atp6v0c;Atp6v0d1;Atp6v0e;Atp6v1a;Atp6v1b2;Atp6v1c1;Atp6v1d;Atp6v1e1;Atp6v1f;Atp6v1g1;Atp6v1h	1;9;3			protein_Atp6ap1_pc(1);protein_Atp6ap2_pc(9);protein_Atp6v0a1_pc(3)	pc	692120.6140000005
cplx_MONOMER_Atp7a_pc	cplx_MONOMER_Atp7a	protein_Atp7a_pc	CU1ABCte	Atp7a	1			protein_Atp7a_pc(1)	pc	161941.30699999866
cplx_MONOMER_Atp7b_pc	cplx_MONOMER_Atp7b	protein_Atp7b_pc	CU1ABCte	Atp7b	1			protein_Atp7b_pc(1)	pc	157174.99099999867
cplx_MONOMER_B3galnt1_pc	cplx_MONOMER_B3galnt1	protein_B3galnt1_pc	B3GALNT1c	B3galnt1	1		ASSUMED MONOMER	protein_B3galnt1_pc(1)	pc	39372.38000000003
cplx_HOMOTETRAMER_Bhmt_pc	cplx_HOMOTETRAMER_Bhmt	protein_Bhmt_pc	BHMT	Bhmt	4			protein_Bhmt_pc(4)	pc	180088.44400000045
cplx_MONOMER_Blvra_pc	cplx_MONOMER_Blvra	protein_Blvra_pc	BILIREDy;BILIREDx	Blvra	1			protein_Blvra_pc(1)	pc	33522.18700000001
cplx_MONOMER_Blvrb_pc	cplx_MONOMER_Blvrb	protein_Blvrb_pc	BILIREDy;BILIREDx;FADRy;FLVRy;FMNRy;PROTCSNOCOANT	Blvrb	1			protein_Blvrb_pc(1)	pc	22195.113999999983
cplx_MONOMER_Bmp2k_pc	cplx_MONOMER_Bmp2k	protein_Bmp2k_pc	PROTSK;PROTTK	Bmp2k	1		ASSUMED MONOMER	protein_Bmp2k_pc(1)	pc	126170.69899999975
cplx_HOMODIMER_Bpgm_pc	cplx_HOMODIMER_Bpgm	protein_Bpgm_pc	DPGM;DPGase;PGM	Bpgm	2			protein_Bpgm_pc(2)	pc	59951.80200000003
cplx_MONOMER_Bpnt1_pc	cplx_MONOMER_Bpnt1	protein_Bpnt1_pc	MI14P1PP;BPNT;BPNT2	Bpnt1	1		ASSUMED MONOMER	protein_Bpnt1_pc(1)	pc	33188.67000000002
cplx_HETEROTETRAMER_Slc16a1_Bsg_pc	cplx_HETEROTETRAMER_Slc16a1_Bsg	protein_Bsg_pc;protein_Slc16a1_pc	ACt2;D_LACt2;L_LACt2;PYRt2;2HB_5OXPROtex;2HB_ACACtex;2HB_ACtex;2HB_BUTtex;2HB_DLACtex;2HB_GLYCLTtex;2HB_PPAtex;2HBt2;2OBUT_2HBtex;2OBUT_5OXPROtex;2OBUT_ACACtex;2OBUT_ACtex;2OBUT_BUTtex;2OBUT_DLACtex;2OBUT_GLYCLTtex;2OBUT_LLACtex;2OBUT_PPAtex;2OBUTt;5OXPRO_ACACtex;5OXPRO_ACtex;5OXPRO_BUTtex;5OXPRO_DLACtex;5OXPRO_GLYCLTtex;5OXPRO_PPAtex;5OXPROt2;ACAC_ACtex;ACAC_GLYCLTtex;ACACt2;AC_GLYCLTtex;BUT_ACACtex;BUT_ACtex;BUT_GLYCLTtex;BUT_PPAtex;BUTt2r;DLAC_ACACtex;DLAC_ACtex;DLAC_BUTtex;DLAC_GLYCLTtex;DLAC_PPAtex;GLYCLTt2;H2SUCCt;LLAC_2HBtex;LLAC_5OXPROtex;LLAC_ACACtex;LLAC_ACtex;LLAC_BUTtex;LLAC_DLACtex;LLAC_GLYCLTtex;LLAC_PPAtex;PPA_ACACtex;PPA_ACtex;PPA_GLYCLTtex;PPAt2r;PYR_2HBtex;PYR_2OBUTtex;PYR_5OXPROtex;PYR_ACACtex;PYR_ACtex;PYR_BUTtex;PYR_DLACtex;PYR_GLYCLTtex;PYR_LLACtex;PYR_PPAtex;3MOBt2;4MOPt2	Bsg;Slc16a1	2;2			protein_Bsg_pc(2);protein_Slc16a1_pc(2)	pc	191405.9940000006
cplx_HETEROTETRAMER_Slc16a7_Bsg_pc	cplx_HETEROTETRAMER_Slc16a7_Bsg	protein_Bsg_pc;protein_Slc16a7_pc	ACt2;D_LACt2;L_LACt2;PYRt2;2HB_5OXPROtex;2HB_ACACtex;2HB_ACtex;2HB_BUTtex;2HB_DLACtex;2HB_GLYCLTtex;2HB_PPAtex;2HBt2;2OBUT_2HBtex;2OBUT_5OXPROtex;2OBUT_ACACtex;2OBUT_ACtex;2OBUT_BUTtex;2OBUT_DLACtex;2OBUT_GLYCLTtex;2OBUT_LLACtex;2OBUT_PPAtex;2OBUTt;5OXPRO_ACACtex;5OXPRO_ACtex;5OXPRO_BUTtex;5OXPRO_DLACtex;5OXPRO_GLYCLTtex;5OXPRO_PPAtex;5OXPROt2;ACAC_ACtex;ACAC_GLYCLTtex;ACACt2;AC_GLYCLTtex;BUT_ACACtex;BUT_ACtex;BUT_GLYCLTtex;BUT_PPAtex;BUTt2r;DLAC_ACACtex;DLAC_ACtex;DLAC_BUTtex;DLAC_GLYCLTtex;DLAC_PPAtex;GLYCLTt2;H2SUCCt;LLAC_2HBtex;LLAC_5OXPROtex;LLAC_ACACtex;LLAC_ACtex;LLAC_BUTtex;LLAC_DLACtex;LLAC_GLYCLTtex;LLAC_PPAtex;PPA_ACACtex;PPA_ACtex;PPA_GLYCLTtex;PPAt2r;PYR_2HBtex;PYR_2OBUTtex;PYR_5OXPROtex;PYR_ACACtex;PYR_ACtex;PYR_BUTtex;PYR_DLACtex;PYR_GLYCLTtex;PYR_LLACtex;PYR_PPAtex;3MOBt2;4MOPt2	Bsg;Slc16a7	2;2			protein_Bsg_pc(2);protein_Slc16a7_pc(2)	pc	190113.2860000006
cplx_COMPLEX_C1galt1_C1galt1c1_pc	cplx_COMPLEX_C1galt1_C1galt1c1	protein_C1galt1_pc;protein_C1galt1c1_pc	PROTKTnAgGALT;PROTSTnAgGALT	C1galt1;C1galt1c1	2;1			protein_C1galt1_pc(2);protein_C1galt1c1_pc(1)	pc	120666.69600000017
cplx_HETEROTRIMER_Stk11_Cab39_Stradb_pc	cplx_HETEROTRIMER_Stk11_Cab39_Stradb	protein_Cab39_pc;protein_Stk11_pc;protein_Stradb_pc	PROTSK;PROTTK	Cab39;Stk11;Stradb	1;1;1			protein_Cab39_pc(1);protein_Stk11_pc(1);protein_Stradb_pc(1)	pc	135930.2710000002
cplx_HETEROTRIMER_Stk11_Cab39l_Stradb_pc	cplx_HETEROTRIMER_Stk11_Cab39l_Stradb	protein_Cab39l_pc;protein_Stk11_pc;protein_Stradb_pc	PROTSK;PROTTK	Cab39l;Stk11;Stradb	1;1;1			protein_Cab39l_pc(1);protein_Stk11_pc(1);protein_Stradb_pc(1)	pc	135197.93800000023
cplx_MONOMER_Cacna1a_pc	cplx_MONOMER_Cacna1a	protein_Cacna1a_pc	CA2t	Cacna1a	1			protein_Cacna1a_pc(1)	pc	267678.9909999975
cplx_HOMOHEXAMER_Cad_pc	cplx_HOMOHEXAMER_Cad	protein_Cad_pc	ASPCT;DHORTS	Cad	6			protein_Cad_pc(6)	pc	1459199.5019999833
cplx_COMPLEX_Rbx1_Skp1_Cul1_Cand1_Nedd8_pc	cplx_COMPLEX_Rbx1_Skp1_Cul1_Cand1_Nedd8	protein_Cand1_pc;protein_Cul1_pc;protein_Nedd8_pc;protein_Rbx1_pc;protein_Skp1_pc	NEDD8E2CONJT	Cand1;Cul1;Nedd8;Rbx1;Skp1	1;1;1;1;1			protein_Cand1_pc(1);protein_Cul1_pc(1);protein_Nedd8_pc(1);protein_Rbx1_pc(1);protein_Skp1_pc(1)	pc	265896.948999999
cplx_MONOMER_Car1_pc	cplx_MONOMER_Car1	protein_Car1_pc	HCO3E;UREAHYDL	Car1	1		ASSUMED MONOMER	protein_Car1_pc(1)	pc	28327.261000000024
cplx_MONOMER_Car2_pc	cplx_MONOMER_Car2	protein_Car2_pc	HCO3E;UREAHYDL	Car2	1		ASSUMED MONOMER	protein_Car2_pc(1)	pc	29029.25200000001
cplx_MONOMER_Car3_pc	cplx_MONOMER_Car3	protein_Car3_pc	HCO3E;UREAHYDL	Car3	1		ASSUMED MONOMER	protein_Car3_pc(1)	pc	29364.99800000001
cplx_MONOMER_Car4_pc	cplx_MONOMER_Car4	protein_Car4_pc	HCO3Ee	Car4	1			protein_Car4_pc(1)	pc	34354.17800000003
cplx_HOMODIMER_Carm1_pc	cplx_HOMODIMER_Carm1	protein_Carm1_pc	PRMTMMA;PRMTSDMA	Carm1	2			protein_Carm1_pc(2)	pc	131692.1120000007
cplx_HOMODIMER_Cars1_pc	cplx_HOMODIMER_Cars1	protein_Cars1_pc	CYSTRS	Cars1	2			protein_Cars1_pc(2)	pc	189703.75799999968
cplx_HOMOTETRAMER_Cat_pc	cplx_HOMOTETRAMER_Cat	protein_Cat_pc	CAT;56DHIPX;ADRNLPX_L;DOPAPX_L;DPAMPX_L;LADRNCHRPX;LDPAMCHRPX;LDPCHRPX_L;LNRPPHRCHRPX;NRPPHRPX_L;MEOHP	Cat	4			protein_Cat_pc(4)	pc	239183.0600000007
cplx_MONOMER_Cbr1_pc	cplx_MONOMER_Cbr1	protein_Cbr1_pc	6PTHPDH;SPPTDH;MNDN2ERy;ADRNCHR2ERy;ADRNLQ2ERy_L;DOPAQ2ERy_L;DPAMCHR2ERy;DPAMQ2ERy_L;DPCHR2ERy_L;IND56Q2ERy;NRPPHRCHR2ERy;NRPPHRQ2ERy_L;PGE1DHy;PGE1Ry;PGE2DHy;PGE2Ry;PGE3DHy;PGE3Ry;PGF1DHy;PGF2DHy;PGF3DHy;GTHNORDy;CRTSLRy;CRTSTRNRy	Cbr1	1			protein_Cbr1_pc(1)	pc	30643.93900000001
cplx_MONOMER_Cbr3_pc	cplx_MONOMER_Cbr3	protein_Cbr3_pc	ADRNCHR2ERy;ADRNLQ2ERy_L;DOPAQ2ERy_L;DPAMCHR2ERy;DPAMQ2ERy_L;DPCHR2ERy_L;IND56Q2ERy;NRPPHRCHR2ERy;NRPPHRQ2ERy_L	Cbr3	1			protein_Cbr3_pc(1)	pc	30951.097000000016
cplx_MONOMER_Cd36_pc	cplx_MONOMER_Cd36	protein_Cd36_pc	FAt_16_0;FAt_18_9Z12Z;FAt_18_9Z;FAt_16_2E;FAt_18_0;FAt_20_5Z8Z11Z14Z;FAt_hs_10_0;FAt_hs_11_0;FAt_hs_12_0;FAt_hs_13_0;FAt_hs_14_0;FAt_hs_14_5Z;FAt_hs_14_7Z;FAt_hs_14_9Z;FAt_hs_15_0;FAt_hs_16_7Z;FAt_hs_16_9Z;FAt_hs_17_0;FAt_hs_17_10Z;FAt_hs_17_9Z;FAt_hs_18_11Z;FAt_hs_18_13Z;FAt_hs_18_6Z9Z;FAt_hs_18_6Z9Z12Z;FAt_hs_18_6Z9Z12Z15Z;FAt_hs_18_7Z;FAt_hs_18_9E;FAt_hs_18_9Z12Z15Z;FAt_hs_19_0;FAt_hs_20_0;FAt_hs_20_11Z;FAt_hs_20_11Z14Z;FAt_hs_20_11Z14Z17Z;FAt_hs_20_13Z;FAt_hs_20_5Z8Z11Z;FAt_hs_20_5Z8Z11Z14Z17Z;FAt_hs_20_8Z11Z;FAt_hs_20_8Z11Z14Z;FAt_hs_20_8Z11Z14Z17Z;FAt_hs_20_9Z;FAt_hs_21_0;FAt_hs_22_0;FAt_hs_22_10Z13Z16Z;FAt_hs_22_10Z13Z16Z19Z;FAt_hs_22_11Z;FAt_hs_22_13Z;FAt_hs_22_13Z16Z;FAt_hs_22_13Z16Z19Z;FAt_hs_22_4Z7Z10Z13Z16Z;FAt_hs_22_4Z7Z10Z13Z16Z19Z;FAt_hs_22_7Z10Z13Z16Z;FAt_hs_22_7Z10Z13Z16Z19Z;FAt_hs_23_0;FAt_hs_24_0;FAt_hs_24_12Z15Z18Z21Z;FAt_hs_24_15Z;FAt_hs_24_6Z9Z12Z15Z18Z;FAt_hs_24_6Z9Z12Z15Z18Z21Z;FAt_hs_24_9Z12Z15Z18Z;FAt_hs_24_9Z12Z15Z18Z21Z;FAt_hs_26_0;FAt_hs_26_17Z;FAt_hs_4_0;FAt_hs_5_0;FAt_hs_6_0;FAt_hs_7_0;FAt_hs_8_0;FAt_hs_9_0	Cd36	1		ASSUMED MONOMER	protein_Cd36_pc(1)	pc	52703.568000000145
cplx_HOMODIMER_Cd38_pc	cplx_HOMODIMER_Cd38	protein_Cd38_pc	NADPN;CADPRBPH;CADPRIBH;DNADPL;NADL;NADN;NADPL;NMNN;CADPRIBtec	Cd38	2		ASSUMED MONOMER	protein_Cd38_pc(2)	pc	68827.20800000004
cplx_MONOMER_Cdc34_pc	cplx_MONOMER_Cdc34	protein_Cdc34_pc	UBIQE1E2T;UBIQE1T	Cdc34	1			protein_Cdc34_pc(1)	pc	26601.256000000005
cplx_HETEROTETRAMER_Hsp90aa1_Cdc37_pc	cplx_HETEROTETRAMER_Hsp90aa1_Cdc37	protein_Cdc37_pc;protein_Hsp90aa1_pc	NTPA	Cdc37;Hsp90aa1	2;2			protein_Cdc37_pc(2);protein_Hsp90aa1_pc(2)	pc	258639.38200000004
cplx_HETEROTETRAMER_Hsp90ab1_Cdc37_pc	cplx_HETEROTETRAMER_Hsp90ab1_Cdc37	protein_Cdc37_pc;protein_Hsp90ab1_pc	NTPA	Cdc37;Hsp90ab1	2;2			protein_Cdc37_pc(2);protein_Hsp90ab1_pc(2)	pc	255630.11400000006
cplx_MONOMER_Cdc42_pc	cplx_MONOMER_Cdc42	protein_Cdc42_pc	NTPG	Cdc42	1		ASSUMED MONOMER	protein_Cdc42_pc(1)	pc	21257.403
cplx_MONOMER_Cdipt_pc	cplx_MONOMER_Cdipt	protein_Cdipt_pc	CDIPT	Cdipt	1			protein_Cdipt_pc(1)	pc	23601.744999999988
cplx_MONOMER_Cdk2_pc	cplx_MONOMER_Cdk2	protein_Cdk2_pc	PROTSK;PROTTK	Cdk2	1		ASSUMED MONOMER	protein_Cdk2_pc(1)	pc	38983.98400000006
cplx_MONOMER_Cdk4_pc	cplx_MONOMER_Cdk4	protein_Cdk4_pc	PROTSK;PROTTK	Cdk4	1		ASSUMED MONOMER	protein_Cdk4_pc(1)	pc	33746.50600000002
cplx_MONOMER_Cdk5_pc	cplx_MONOMER_Cdk5	protein_Cdk5_pc	PROTSK;PROTTK	Cdk5	1		ASSUMED MONOMER	protein_Cdk5_pc(1)	pc	33289.17300000002
cplx_MONOMER_Cdk6_pc	cplx_MONOMER_Cdk6	protein_Cdk6_pc	PROTSK;PROTTK	Cdk6	1		ASSUMED MONOMER	protein_Cdk6_pc(1)	pc	37023.979000000065
cplx_HOMODIMER_Cds2_pc	cplx_HOMODIMER_Cds2	protein_Cds2_pc	CDS	Cds2	2			protein_Cds2_pc(2)	pc	102622.64800000026
cplx_MONOMER_Cftr_pc	cplx_MONOMER_Cftr	protein_Cftr_pc	Clt	Cftr	1			protein_Cftr_pc(1)	pc	167885.94999999882
cplx_MONOMER_Chac2_pc	cplx_MONOMER_Chac2	protein_Chac2_pc	GGCLUT2	Chac2	1			protein_Chac2_pc(1)	pc	20149.598999999995
cplx_HOMODIMER_Ckb_pc	cplx_HOMODIMER_Ckb	protein_Ckb_pc	CK;CKe	Ckb	2		ASSUMED MONOMER	protein_Ckb_pc(2)	pc	85395.54400000023
cplx_HETERODIMER_Ck_pc	cplx_HETERODIMER_Ck	protein_Ckb_pc;protein_Ckm_pc	CK;CKe	Ckb;Ckm	1;1		ASSUMED MONOMER	protein_Ckb_pc(1);protein_Ckm_pc(1)	pc	85739.34000000023
cplx_HOMODIMER_Ckm_pc	cplx_HOMODIMER_Ckm	protein_Ckm_pc	CK;CKe	Ckm	2		ASSUMED MONOMER	protein_Ckm_pc(2)	pc	86083.13600000025
cplx_MONOMER_Clcn2_pc	cplx_MONOMER_Clcn2	protein_Clcn2_pc	Clt;H_2Clt;It;NO3t	Clcn2	1		ASSUMED MONOMER	protein_Clcn2_pc(1)	pc	99457.6009999999
cplx_MONOMER_Clcn3_pc	cplx_MONOMER_Clcn3	protein_Clcn3_pc	H_2Clt	Clcn3	1		ASSUMED MONOMER	protein_Clcn3_pc(1)	pc	90799.13899999997
cplx_HETERODIMER_Clcn34_pc	cplx_HETERODIMER_Clcn34	protein_Clcn3_pc;protein_Clcn4_pc	H_2Clt	Clcn3;Clcn4	1;1			protein_Clcn3_pc(1);protein_Clcn4_pc(1)	pc	174527.78800000015
