Variables		Flux and Age	Flux and Age	Flux and BMI	Flux and BMI	Flux and Weight	Flux and Weight	Flux and Height	Flux and Height	Flux and Hemolysis.volume	Flux and Hemolysis.volume	Flux and Hemolysis.hct	Flux and Hemolysis.hct	Flux and Hemolysis.storage_total_hb	Flux and Hemolysis.storage_total_hb	Flux and Hemolysis.storage_pct_hemol	Flux and Hemolysis.storage_pct_hemol	Flux and Hemolysis.pink_total_hb	Flux and Hemolysis.pink_total_hb	Flux and Hemolysis.pink_pct_hemol	Flux and Hemolysis.pink_pct_hemol	Flux and Recall.Transfer.Storage.Hemolysis	Flux and Recall.Transfer.Storage.Hemolysis	Flux and Recall.Transfer.Osmotic.Hemolysis	Flux and Recall.Transfer.Osmotic.Hemolysis	Flux and Recall.Transfer.Oxidative.Hemolysis	Flux and Recall.Transfer.Oxidative.Hemolysis	Flux and Adjusted.Storage.Hemolysis	Flux and Adjusted.Storage.Hemolysis	Flux and Adjusted.Osmotic.Hemolysis	Flux and Adjusted.Osmotic.Hemolysis	Flux and Adjusted.Oxidative.Hemolysis	Flux and Adjusted.Oxidative.Hemolysis	Flux and CBC.WBC	Flux and CBC.WBC	Flux and CBC.RBC	Flux and CBC.RBC	Flux and CBC.HGB	Flux and CBC.HGB	Flux and CBC.HCT	Flux and CBC.HCT	Flux and CBC.MCV	Flux and CBC.MCV	Flux and CBC.RDW	Flux and CBC.RDW	Flux and CBC.PLT	Flux and CBC.PLT	Flux and Ferritin	Flux and Ferritin	subsystem	category
RBK	RBKS	0.0598517795299483	0.0100676572152313	-0.128453460641484	3.003394579350456e-08	-0.1420842278418431	8.516693345462698e-10	-0.0738532878664305	0.0014879493760786	0.0559268892566681	0.016196330245868	0.3849186363149058	2.5200426805893494e-66	0.2935921680418672	4.632072638967244e-38	-0.1095868471529366	2.379867099987509e-06	-0.0406992176785223	0.0802678670878329	-0.0567539258432533	0.0146842201626017	-0.0533987458667293	0.0226816158437232	-0.0537101168271606	0.0219020660653898	-0.1332143016922359	1.155105022135499e-08	-0.0881634079326209	0.0001495940148075	0.0248533748638411	0.2855890269418714	-0.0401727590024429	0.1401400592088708	0.0543104995776166	0.0207788770449455	-0.0321389057900871	0.1714733184877854	-0.0037133955203876	0.8744869187020634	-0.0180446042350406	0.4426964429435505	0.0332976479505581	0.1565368764789081	-0.0790824104353782	0.0007535862019341	0.1372169249489439	4.498804213585104e-09	-0.0410504190467912	0.0779332635265897	Pentose phosphate pathway	Carbohydrate metabolism
SERHL	SDSL	0.1415393777389225	9.887260409518908e-10	-0.168640305493151	2.942834435659945e-13	-0.1764515927450431	2.1678997556612612e-14	-0.0780866400450762	0.000780336665675	0.0643783139008637	0.0056311798474455	0.4695975491353318	5.385804025932537e-102	0.3458473230762921	4.603809823532963e-53	-0.1194665863148866	2.654385530017816e-07	-0.0566912405196243	0.0147943122872133	-0.1102844173272357	2.01173579506808e-06	-0.0844486980875517	0.0003089644157358	-0.0965273890288036	3.692243398298394e-05	-0.253372675436242	4.53665528287853e-28	-0.096301229588887	3.4234262712370045e-05	-0.0086590377261486	0.7098980367398158	-0.126060347235246	3.3842065754452365e-06	0.0059872151706584	0.7989642766804192	-0.0660396088859442	0.0049192022553554	-0.0179946610244105	0.4439602894634656	-0.0221289307167897	0.3464791289870206	0.0940536186635206	6.0779336733343576e-05	-0.0684294184060379	0.0035650770188588	0.1596854761366212	8.106697767106533e-12	-0.0529823381268043	0.0228561208096008	Glycine, serine and threonine metabolism	Amino acid metabolism
THRHL	SDSL	0.1415393777389225	9.887260409518908e-10	-0.168640305493151	2.942834435659945e-13	-0.1764515927450431	2.1678997556612612e-14	-0.0780866400450762	0.000780336665675	0.0643783139008637	0.0056311798474455	0.4695975491353318	5.385804025932537e-102	0.3458473230762921	4.603809823532963e-53	-0.1194665863148866	2.654385530017816e-07	-0.0566912405196243	0.0147943122872133	-0.1102844173272357	2.01173579506808e-06	-0.0844486980875517	0.0003089644157358	-0.0965273890288036	3.692243398298394e-05	-0.253372675436242	4.53665528287853e-28	-0.096301229588887	3.4234262712370045e-05	-0.0086590377261486	0.7098980367398158	-0.126060347235246	3.3842065754452365e-06	0.0059872151706584	0.7989642766804192	-0.0660396088859442	0.0049192022553554	-0.0179946610244105	0.4439602894634656	-0.0221289307167897	0.3464791289870206	0.0940536186635206	6.0779336733343576e-05	-0.0684294184060379	0.0035650770188588	0.1596854761366212	8.106697767106533e-12	-0.0529823381268043	0.0228561208096008	Glycine, serine and threonine metabolism	Amino acid metabolism
GHMT2	SHMT1	0.1163993437263603	5.234925297226404e-07	-0.1662879255907874	6.303585457851291e-13	-0.1787948409087544	9.681388277841743e-15	-0.0919301044316969	7.569577164452833e-05	0.0636350873601993	0.0062098201485591	0.4644523055267772	1.5845625362894103e-99	0.3379384803807733	1.3423290891670718e-50	-0.1381570187150045	2.539464609536246e-09	-0.04706512361674	0.0430726235414718	-0.1114296996328323	1.5716646880967167e-06	-0.0991357577109645	2.255439367443466e-05	-0.0957806604384455	4.242259771638796e-05	-0.2365087194423528	1.438239416718128e-24	-0.1155020083708415	6.541437315729946e-07	-0.0099264858345306	0.6697834507412205	-0.0692091194046161	0.0109716574425082	0.0203310256931941	0.387074456590298	-0.0737796137396147	0.0016737604630888	-0.032140027858564	0.1714583563891994	-0.0345341553275227	0.1417081300561541	0.0743285599727855	0.0015445257761882	-0.0672919583580027	0.0041605069152574	0.1646013810792257	1.789343318654596e-12	-0.0434987209161369	0.0617566879468547	Folate metabolism	Metabolism of cofactors and vitamins
GHMT4	SHMT1	0.1163993437263603	5.234925297226404e-07	-0.1662879255907874	6.303585457851291e-13	-0.1787948409087544	9.681388277841743e-15	-0.0919301044316969	7.569577164452833e-05	0.0636350873601993	0.0062098201485591	0.4644523055267772	1.5845625362894103e-99	0.3379384803807733	1.3423290891670718e-50	-0.1381570187150045	2.539464609536246e-09	-0.04706512361674	0.0430726235414718	-0.1114296996328323	1.5716646880967167e-06	-0.0991357577109645	2.255439367443466e-05	-0.0957806604384455	4.242259771638796e-05	-0.2365087194423528	1.438239416718128e-24	-0.1155020083708415	6.541437315729946e-07	-0.0099264858345306	0.6697834507412205	-0.0692091194046161	0.0109716574425082	0.0203310256931941	0.387074456590298	-0.0737796137396147	0.0016737604630888	-0.032140027858564	0.1714583563891994	-0.0345341553275227	0.1417081300561541	0.0743285599727855	0.0015445257761882	-0.0672919583580027	0.0041605069152574	0.1646013810792257	1.789343318654596e-12	-0.0434987209161369	0.0617566879468547	Folate metabolism	Metabolism of cofactors and vitamins
THRA	SHMT1	0.1163993437263603	5.234925297226404e-07	-0.1662879255907874	6.303585457851291e-13	-0.1787948409087544	9.681388277841743e-15	-0.0919301044316969	7.569577164452833e-05	0.0636350873601993	0.0062098201485591	0.4644523055267772	1.5845625362894103e-99	0.3379384803807733	1.3423290891670718e-50	-0.1381570187150045	2.539464609536246e-09	-0.04706512361674	0.0430726235414718	-0.1114296996328323	1.5716646880967167e-06	-0.0991357577109645	2.255439367443466e-05	-0.0957806604384455	4.242259771638796e-05	-0.2365087194423528	1.438239416718128e-24	-0.1155020083708415	6.541437315729946e-07	-0.0099264858345306	0.6697834507412205	-0.0692091194046161	0.0109716574425082	0.0203310256931941	0.387074456590298	-0.0737796137396147	0.0016737604630888	-0.032140027858564	0.1714583563891994	-0.0345341553275227	0.1417081300561541	0.0743285599727855	0.0015445257761882	-0.0672919583580027	0.0041605069152574	0.1646013810792257	1.789343318654596e-12	-0.0434987209161369	0.0617566879468547	Glycine, serine and threonine metabolism	Amino acid metabolism
PROTKNADDAC	SIRT2	0.0977406827180079	2.565594454208418e-05	-0.0712725884133592	0.0021714757012153	-0.0693383504831607	0.0028607685117597	-0.0237886629425183	0.3067389900404739	0.0350156045844268	0.1323994973742121	0.2887653755988206	8.017610782522122e-37	0.2304726804232532	1.0550621383596525e-23	-0.0653698927686235	0.0049701040125216	-0.0556870206464085	0.0166597351783369	-0.0384109043189558	0.0987969682127434	-0.0528501070191766	0.0241139052325548	-0.0433807951108233	0.0641988391622353	-0.0805187123413346	0.0005834035620744	-0.0469547188505177	0.043735892774215	0.0283164851289786	0.2237184230112087	-0.0799948038892547	0.0032695547184959	0.0490565113412837	0.0367947863205758	0.0024957973212051	0.9154499021748864	0.0172277582025866	0.4636239752576947	0.0376222892689109	0.1093875622334196	0.0639570104991322	0.0064612639899995	-0.0683885747575529	0.0035850404662677	0.1286098290397551	3.9368441496219215e-08	-0.0202231492652044	0.3853098284369057	Protein modification	Other
NKCC2t	SLC12A2	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
NKCCt	SLC12A2	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
KCC2t	SLC12A4;SLC12A6;SLC12A7	0.1124393413851742	1.261745184743022e-06	-0.1599157656987396	4.698187831860856e-12	-0.1773511495992357	1.5929494310501428e-14	-0.0960249760998829	3.553849526714877e-05	0.063119088365166	0.0066424508990751	0.5039488839517885	1.326526962327639e-119	0.3754297335703018	6.208858408290784e-63	-0.1292664027560258	2.5173130281949652e-08	-0.0402900703562341	0.0833562759256246	-0.1148219032202477	7.457935732427209e-07	-0.0938069060501737	6.09421010716222e-05	-0.099367852119226	2.157382942724772e-05	-0.2094472658524584	1.6856249586546381e-19	-0.10412847440667	7.400380767960535e-06	-0.0050283625316801	0.8289751052724224	-0.0629670183002717	0.020683686495191	0.0272226073323158	0.2467759549846929	-0.0549316671526682	0.0193633471042939	-0.0232017586595283	0.3235963825378763	-0.0262020077942446	0.2649455117121202	0.0650326123671055	0.0056176318554373	-0.0791159993802383	0.0007496704837947	0.1708009863430242	2.4905247311565904e-13	-0.0460387730872897	0.0480153039125303	Transport, extracellular	Transport reactions
KCCt	SLC12A4;SLC12A6;SLC12A7	0.1124393413851742	1.261745184743022e-06	-0.1599157656987396	4.698187831860856e-12	-0.1773511495992357	1.5929494310501428e-14	-0.0960249760998829	3.553849526714877e-05	0.063119088365166	0.0066424508990751	0.5039488839517885	1.326526962327639e-119	0.3754297335703018	6.208858408290784e-63	-0.1292664027560258	2.5173130281949652e-08	-0.0402900703562341	0.0833562759256246	-0.1148219032202477	7.457935732427209e-07	-0.0938069060501737	6.09421010716222e-05	-0.099367852119226	2.157382942724772e-05	-0.2094472658524584	1.6856249586546381e-19	-0.10412847440667	7.400380767960535e-06	-0.0050283625316801	0.8289751052724224	-0.0629670183002717	0.020683686495191	0.0272226073323158	0.2467759549846929	-0.0549316671526682	0.0193633471042939	-0.0232017586595283	0.3235963825378763	-0.0262020077942446	0.2649455117121202	0.0650326123671055	0.0056176318554373	-0.0791159993802383	0.0007496704837947	0.1708009863430242	2.4905247311565904e-13	-0.0460387730872897	0.0480153039125303	Transport, extracellular	Transport reactions
UREAt	SLC14A1	0.0164652551737651	0.4793281753308617	-0.0720563005373965	0.0019383670451558	-0.0937346310124618	5.4448936263471047e-05	-0.0736399224214719	0.0015358659140141	0.0315526755074058	0.1751571115037958	0.2194233263953174	1.390358008070543e-21	0.1346196194662449	6.261282610384066e-09	-0.1378995870752589	2.7195964541551715e-09	-0.0400737685069074	0.0850274663370862	-0.0328864237620683	0.1576088494803457	-0.0464902505789465	0.0473007878100065	-0.0149939124432688	0.5225403309047532	-0.1719605405914925	1.4887144467093124e-13	-0.1334501046913064	8.714939709087368e-09	0.0074374003766459	0.7493399517580237	0.034334025221836	0.2074112716773768	0.0472044315272142	0.044525211981207	-0.1343771503255597	9.3440077725205e-09	-0.1128372735611367	1.469921519583676e-06	-0.1352553910841012	7.465515407759857e-09	0.0437618527087092	0.0625406021503692	0.0118969179553122	0.6127923403585036	0.1015631828915888	1.4808267696253222e-05	-0.0614035705984827	0.0083347864995156	Transport, extracellular	Transport reactions
LDOPAt	SLC16A10	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
TRPtec	SLC16A10;SLC3A2;SLC43A1;SLC43A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
CREATt	SLC16A9	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
CRNt	SLC16A9;SLC22A16	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
NO2_2Natex	SLC17A7	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
PI2Natex	SLC17A7	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
THF_OHtex	SLC19A1	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
THMMP_OHtex	SLC19A1	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
PYDXNHt	SLC19A2	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
THMt3	SLC19A2	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
ASPNaHKtex	SLC1A1	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
GLUNaHKtex	SLC1A1	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
ALAHCYSNaEx	SLC1A4	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
ALAPROASCT1	SLC1A4	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
