reactions	references
POLYADPRH	pubmed:2379504;pubmed:3718498
PROTRADPRTe	pubmed:20932078
23CN3PA	pubmed:4333432;pubmed:6119115;pubmed:6274404;pubmed:6328143
23CN3PC	pubmed:4333432;pubmed:6119115;pubmed:6274404;pubmed:6328143
23CN3PG	pubmed:4333432;pubmed:6119115;pubmed:6274404;pubmed:6328143
23CN3PU	pubmed:4333432;pubmed:6119115;pubmed:6274404;pubmed:6328143
2NTDA	pubmed:15963349;pubmed:2157703;pubmed:444544;pubmed:9462881
2NTDC	pubmed:15963349;pubmed:2157703;pubmed:444544;pubmed:9462881
2NTDG	pubmed:15963349;pubmed:2157703;pubmed:444544;pubmed:9462881
2NTDU	pubmed:15963349;pubmed:2157703;pubmed:444544;pubmed:9462881
ADK3	pubmed:1332781;pubmed:23416111;pubmed:24495878;pubmed:5940
ADK4	pubmed:1332781;pubmed:23416111;pubmed:24495878;pubmed:5940
ADK5	pubmed:1332781;pubmed:23416111;pubmed:24495878;pubmed:5940
ADK6	pubmed:1332781;pubmed:23416111;pubmed:24495878;pubmed:5940
ADPRDP	pubmed:10722730;pubmed:27257257;pubmed:8216206;pubmed:9693963
ADPRPI	pubmed:8216206
ADPRUDP	pubmed:10722730;pubmed:27257257;pubmed:8216206;pubmed:9693963
AP4AH1	pubmed:10523376;pubmed:7767787;pubmed:8114917
AP5AH1
AP6AH1	pubmed:10523376;pubmed:7767787;pubmed:8114917
AP6AH2
ATPR5PT	pubmed:27257257;pubmed:9693963
CMPINSPT	pubmed:2839144;pubmed:8031149
CYTK1	pubmed:178178;pubmed:180018;pubmed:36070;pubmed:40615
CYTK13	pubmed:178178;pubmed:180018;pubmed:36070;pubmed:40615
CYTK2	pubmed:178178;pubmed:180018;pubmed:36070;pubmed:40615
CYTK8	pubmed:178178;pubmed:180018;pubmed:36070;pubmed:40615
DADK3	pubmed:1332781;pubmed:23416111;pubmed:24495878;pubmed:5940
DADK4	pubmed:1332781;pubmed:23416111;pubmed:24495878;pubmed:5940
DADK5	pubmed:1332781;pubmed:23416111;pubmed:24495878;pubmed:5940
DADK6	pubmed:1332781;pubmed:23416111;pubmed:24495878;pubmed:5940
DADNK1	pubmed:4541884
DAMPNH	pubmed:24260472;pubmed:5936238
DCMPNH	pubmed:24260472;pubmed:5936238
DGMPNH	pubmed:24260472;pubmed:5936238
DIMPNH	pubmed:24260472;pubmed:5936238
DTMPCYTDPT	pubmed:11795870;pubmed:15963349;pubmed:15968458;pubmed:6317231;pubmed:9428647
DTMPNH	pubmed:24260472;pubmed:5936238
DTMPURIPT	pubmed:11795870;pubmed:15963349;pubmed:15968458;pubmed:6317231;pubmed:723629;pubmed:9428647
DUMPK1	pubmed:18469;pubmed:24495878
DUMPK2	pubmed:18469;pubmed:24495878
DUMPNH	pubmed:24260472;pubmed:5936238
GP4AH1	pubmed:7767787
NDPAe	pubmed:11358378;pubmed:20243383;pubmed:2841133;pubmed:5446284
NDPC
NDPK2	pubmed:1332781;pubmed:1851158;pubmed:211386;pubmed:23416111;pubmed:24495878;pubmed:5555569;pubmed:5562833;pubmed:5903722;pubmed:5916396;pubmed:5940
NTDAe	pubmed:11358378;pubmed:20243383;pubmed:2841133;pubmed:5446284
NTPA	pubmed:4230833
NTPAe	pubmed:11358378;pubmed:20243383;pubmed:2841133;pubmed:5446284
NTPC
NTPG	pubmed:4230833
NTPPDC
NTPPDI	pubmed:22060550;pubmed:27770805;pubmed:29329318
NTPPI	pubmed:22060550;pubmed:27770805;pubmed:29329318
NTPPX	pubmed:22060550;pubmed:27770805;pubmed:29329318
NTPU
P4AH
PPA	pubmed:14898542;pubmed:656444
PPA2	pubmed:14898542
PPAe
PPGPPDP
UMPK1	pubmed:178178;pubmed:180018;pubmed:36070;pubmed:40615
UMPK5	pubmed:178178;pubmed:180018;pubmed:36070;pubmed:40615
FACOA2ERy_20_2E11Z14Z17Z
FACOA2ERy_20_2E5Z8Z11Z14Z
FACOA2ERy_22_2E10Z13Z16Z19Z
FACOA2ERy_22_2E13Z16Z19Z
FACOA2ERy_22_2E7Z10Z13Z16Z19Z
FACOA2ERy_24_2E12Z15Z18Z21Z
FACOA2ERy_24_2E9Z12Z15Z18Z21Z
FACOA3OHDH_20_11Z14Z17Z3OH
FACOA3OHDH_20_5Z8Z11Z14Z3OH
FACOA3OHDH_22_10Z13Z16Z19Z3OH
FACOA3OHDH_22_13Z16Z19Z3OH
FACOA3OHDH_22_7Z10Z13Z16Z19Z3OH
FACOA3OHDH_24_12Z15Z18Z21Z3OH
FACOA3OHDH_24_9Z12Z15Z18Z21Z3OH
FACOA3ORy_20_11Z14Z17Z3O	pubmed:33806028
FACOA3ORy_20_5Z8Z11Z14Z3O	pubmed:33806028
FACOA3ORy_22_10Z13Z16Z19Z3O	pubmed:33806028
FACOA3ORy_22_13Z16Z19Z3O	pubmed:33806028
FACOA3ORy_22_7Z10Z13Z16Z19Z3O	pubmed:33806028
FACOA3ORy_24_12Z15Z18Z21Z3O	pubmed:33806028
FACOA3ORy_24_9Z12Z15Z18Z21Z3O	pubmed:33806028
FACOA2ERy_20_2E11Z14Z
FACOA2ERy_20_2E8Z11Z14Z
FACOA2ERy_22_2E10Z13Z16Z
FACOA2ERy_22_2E13Z16Z
FACOA2ERy_22_2E7Z10Z13Z16Z
FACOA2ERy_24_2E9Z12Z15Z18Z
FACOA3OHDH_20_11Z14Z3OH
FACOA3OHDH_20_8Z11Z14Z3OH
FACOA3OHDH_22_10Z13Z16Z3OH
FACOA3OHDH_22_13Z16Z3OH
FACOA3OHDH_22_7Z10Z13Z16Z3OH
FACOA3OHDH_24_9Z12Z15Z18Z3OH
FACOA3ORy_20_11Z14Z3O	pubmed:33806028
FACOA3ORy_20_8Z11Z14Z3O	pubmed:33806028
FACOA3ORy_22_10Z13Z16Z3O	pubmed:33806028
FACOA3ORy_22_13Z16Z3O	pubmed:33806028
FACOA3ORy_22_7Z10Z13Z16Z3O	pubmed:33806028
FACOA3ORy_24_9Z12Z15Z18Z3O	pubmed:33806028
4PCYSK	pubmed:19584050;pubmed:32705819
AASDHPPT	pubmed:19584050;pubmed:4379089
ACPPDE
BTCOAC
DPCOAK	pubmed:19584050
EMCD
MMCD
PAN4PP
PNTOK	pubmed:19584050;pubmed:32705819
PPCDC	pubmed:19584050
PPCOAC
PPNCL3	pubmed:11923312;pubmed:19584050
PTPAT	pubmed:19584050
PTTHK	pubmed:19584050;pubmed:32705819;pubmed:35204826
ARABR_Ly
DGULND
E4PP	pubmed:28484010;pubmed:31511322;pubmed:32682077
ERTHSD_Dy
GULN3D
GULND	pubmed:10510318
R5PCT
R5PP	pubmed:32682077
RBTCT
RBTDG2_Dx	pubmed:15234337;pubmed:1736046
RBTDG_Dx	pubmed:15234337;pubmed:23721920
RU5PCT
THRTLD_Lx	pubmed:1736046;pubmed:3365415
XYLK	doi:10.1016/B978-0-12-677201-2.X5001-6;doi:10.3925/jjtc1958.26.361;pubmed:1229165
XYLR_Dy	pubmed:1229165;pubmed:15234337;pubmed:4384912
XYLTD_Dx	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:1229165;pubmed:15234337;pubmed:1736046;pubmed:4384912
XYLUR_Ly	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:1229165;pubmed:15234337;pubmed:4384912
4PERP	pubmed:28484010;pubmed:31473074;pubmed:31511322
DRPA	pubmed:14230350;pubmed:4989681
FBA2	pubmed:31473074;pubmed:5641904
FBA3	pubmed:31473074;pubmed:5641904
FBA6	pubmed:31473074;pubmed:5641904
G6PDH2	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2141094;pubmed:2630803;pubmed:5918932
GND	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803
PGL	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803
PPM	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2533352;pubmed:2630803;pubmed:2948936;pubmed:3157431;pubmed:6240990
PPM2	pubmed:2533352;pubmed:2948936;pubmed:3157431;pubmed:6240990
PRPPS	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803
RBK	pubmed:14577607
RPE	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803;pubmed:6882362
RPI	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803
SHPK
TALA	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803
TKT1	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803
TKT2	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803
ACMAH	pubmed:10719179;pubmed:7275011
ACMDAC	pubmed:10719179;pubmed:7275011
APDPP	pubmed:14580160;pubmed:6013089;pubmed:6058286;pubmed:6437213;pubmed:7002549;pubmed:7063276
FLDPP	pubmed:395949;pubmed:6058286;pubmed:7002549
FPDPP	pubmed:14580160;pubmed:395949;pubmed:6058286;pubmed:7002549;pubmed:7063276
FYDPP	pubmed:395949;pubmed:6058286;pubmed:7002549
GFDPP	pubmed:6058286;pubmed:7002549
GGDPP
GLDPP	pubmed:395949;pubmed:6058286;pubmed:7002549
GPDPP	pubmed:14580160;pubmed:6058286;pubmed:7002549;pubmed:7063276
GWDPP	pubmed:6058286;pubmed:7002549
KLDPP	pubmed:395949;pubmed:6058286;pubmed:7002549
LADPP	pubmed:395949;pubmed:6058286;pubmed:7002549
LGDPP	pubmed:6058286;pubmed:7002549
LGFTPAP	pubmed:6058286;pubmed:7002549
LGGTPAP	pubmed:395949;pubmed:6058286;pubmed:7002549
LLDPP	pubmed:6058286;pubmed:7002549
LLLTPAP	pubmed:395949;pubmed:6058286;pubmed:7002549
LPDPP	pubmed:14580160;pubmed:395949;pubmed:6058286;pubmed:7002549;pubmed:7063276
MPDPP	pubmed:14580160;pubmed:6058286;pubmed:7002549;pubmed:7063276
PFDPP	pubmed:6058286;pubmed:7002549
PLDPP	pubmed:395949;pubmed:7002549
PPDPP	pubmed:6437213
RPPTPAP	pubmed:6437213
VLDPP	pubmed:395949;pubmed:6058286;pubmed:7002549
VPDPP	pubmed:14580160;pubmed:6058286;pubmed:7002549;pubmed:7063276
YYDPP
YYYTPAP	pubmed:6058286;pubmed:7002549
34DHALDDx	pubmed:23721920;pubmed:2436624;pubmed:24548101
34DHALDDy	pubmed:23721920;pubmed:2436624;pubmed:24548101
34DHOXMANDMT
34DHPHAMT	pubmed:10410961;pubmed:24548101
34DHXMANDACOXx
34DHXMANDACOXy
34HPLDH	pubmed:3052244
34HPPOR
34HPPT	pubmed:29275011;pubmed:31812320;pubmed:8898931
3HKYNAKGAT
3M4HDXPACx	pubmed:23721920;pubmed:24548101
3M4HDXPACy	pubmed:23721920;pubmed:24548101
3MOXTYROX	pubmed:24548101
42A12BOOX	pubmed:2436624;pubmed:24548101
4HOXPACDORx
4HOXPACDORy
56DHIO2SX	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691
56DHIPX	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:6095974;pubmed:7508288;pubmed:8937691
56DHISQDP	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288
5HOXINDACTOX	pubmed:2436624;pubmed:30914451
ADRNCHR1ERx	pubmed:1897935;pubmed:30222979;pubmed:8937691
ADRNCHR2ERy	pubmed:21910479;pubmed:8070312
ADRNCHR2ERz	pubmed:18579530;pubmed:32913139
ADRNCHRGST	pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
ADRNCHRSQOX	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288;pubmed:8937691
ADRNLO2SX_L	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691
ADRNLPX_L	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:6095974;pubmed:7508288;pubmed:8937691
ADRNLQ1ERx_L	pubmed:1897935;pubmed:30222979
ADRNLQ2ERy_L	pubmed:21910479;pubmed:8070312
ADRNLQ2ERz_L	pubmed:11744399;pubmed:18579530;pubmed:32913139
ADRNLQC_L	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288;pubmed:8937691
ADRNLQGST_L	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
ADRNLSQDP_L	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288;pubmed:8937691
ADRNLSQOX_L	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288;pubmed:8937691
ALDD19x	pubmed:23721920;pubmed:30914451
ALDD19y	pubmed:23721920
ALDD20x
DCT	pubmed:29275011;pubmed:31812320;pubmed:8898931
DOPACHRMDC_D	pubmed:31812320;pubmed:8898931
DOPADC_D	pubmed:4403564;pubmed:5063594;pubmed:5576648
DOPADC_L	pubmed:4403564;pubmed:5063594;pubmed:5576648
DOPAO2SX_L	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691
DOPAPX_L	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:6095974;pubmed:7508288;pubmed:8937691
DOPAQ1ERx_L	pubmed:1897935;pubmed:30222979
DOPAQ2ERy_L	pubmed:21910479;pubmed:8070312
DOPAQ2ERz_L	pubmed:11744399;pubmed:18579530;pubmed:32913139
DOPAQC_L	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288
DOPAQGST_L	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
DOPAQNRE1_L	pubmed:1081523;pubmed:11744399;pubmed:1398218;pubmed:16965273;pubmed:20493944;pubmed:32846902;pubmed:6439211;pubmed:7508288
DOPAQNRE2_L	pubmed:1081523;pubmed:11744399;pubmed:1398218;pubmed:16965273;pubmed:20493944;pubmed:32846902;pubmed:6439211;pubmed:7508288
DOPASQDP_L	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288
DOPASQOX_L	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288
DPAMCHR1ERx	pubmed:1897935;pubmed:30222979
DPAMCHR2ERy	pubmed:21910479;pubmed:8070312
DPAMCHR2ERz	pubmed:18579530;pubmed:32913139
DPAMCHRGST	pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:24548101;pubmed:7508288
DPAMCHRSQOX	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288
DPAMCHRT	pubmed:1398218;pubmed:32846902;pubmed:7508288
DPAMO2SX_L	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691
DPAMPX_L	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:6095974;pubmed:7508288;pubmed:8937691
DPAMQ1ERx_L	pubmed:1897935;pubmed:30222979
DPAMQ2ERy_L	pubmed:21910479;pubmed:8070312
DPAMQ2ERz_L	pubmed:11744399;pubmed:18579530;pubmed:32913139
DPAMQC_L	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:24548101;pubmed:24815905;pubmed:26991725;pubmed:32846902;pubmed:7508288
DPAMQGST_L	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:24548101;pubmed:7508288
DPAMQNRE1_L	pubmed:1081523;pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:24815905;pubmed:26991725;pubmed:32846902;pubmed:6439211;pubmed:7508288
DPAMQNRE2_L	pubmed:1081523;pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:6439211;pubmed:7508288
DPAMSQDP_L	pubmed:11744399;pubmed:20493944;pubmed:24548101;pubmed:24815905;pubmed:26991725;pubmed:7508288
DPAMSQOX_L	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:24548101;pubmed:32846902;pubmed:7508288
DPCHR1ERx_L	pubmed:1897935;pubmed:30222979
DPCHR2ERy_L	pubmed:21910479;pubmed:8070312
DPCHR2ERz_L	pubmed:18579530;pubmed:32913139
DPCHRDC_L	pubmed:1398218;pubmed:32846902;pubmed:7508288
DPCHRGST_L	pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
DPCHRSQOX_L	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288
FUMAC	pubmed:11468232;pubmed:2378358
FUMAC2	pubmed:11468232;pubmed:2378358
HGNTOR	pubmed:11185987
IND56Q1ERx	pubmed:1897935;pubmed:30222979
IND56Q2ERy	pubmed:21910479;pubmed:8070312
IND56Q2ERz	pubmed:11744399;pubmed:18579530;pubmed:32913139
IND56QNGST	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
IND56SQOX	pubmed:11744399;pubmed:20493944;pubmed:7508288
KYNAKGAT	pubmed:16008534;pubmed:16099471
KYNATESYN	pubmed:16008534;pubmed:16099471
LADRNCHRO2SX	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691
LADRNCHRPX	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:7508288;pubmed:8937691
LADRNCHRSQDP	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288;pubmed:8937691
LDOPAMT	pubmed:10410961;pubmed:558643
LDPAMCHRO2SX	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691
LDPAMCHRPX	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:7508288;pubmed:8937691
LDPAMCHRSQDP	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288
LDPAMMT	pubmed:10410961;pubmed:222812;pubmed:24548101
LDPCHRO2SX_L	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691
LDPCHRPX_L	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:7508288;pubmed:8937691
LDPCHRSQDP_L	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288
LNRPPHRCHRO2SX	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691
LNRPPHRCHRPX	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:7508288;pubmed:8937691
LNRPPHRCHRSQDP	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288
MACACI	pubmed:963032
NRPPHRCHR1ERx
NRPPHRCHR2ERy	pubmed:21910479;pubmed:8070312
NRPPHRCHR2ERz	pubmed:18579530;pubmed:32913139
NRPPHRCHRGST	pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
NRPPHRCHRSQOX	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288
NRPPHRMT	pubmed:7769131;pubmed:9328029
NRPPHRO2SX_L	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691
NRPPHRPX_L	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:6095974;pubmed:7508288;pubmed:8937691
NRPPHRQ1ERx_L
NRPPHRQ2ERy_L	pubmed:21910479;pubmed:8070312
NRPPHRQ2ERz_L	pubmed:11744399;pubmed:18579530;pubmed:32913139
NRPPHRQC_L	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288
NRPPHRQGST_L	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288
NRPPHRSQDP_L	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288
NRPPHRSQOX_L	pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288
PHETA1
PHETHPTOX2
PHLAC	pubmed:3052244
PHPYRAT
PHPYRT	pubmed:29275011;pubmed:31812320;pubmed:8898931
SALMCOM	pubmed:10410961;pubmed:12564841;pubmed:222812;pubmed:4628221;pubmed:558643
SALMCOM2	pubmed:10410961;pubmed:222812;pubmed:4628221;pubmed:558643
SUCACETAT
SUCACETATALT
SUCACETO
TYR3MO2
TYRTA
VANILLAC
VANILPYR	pubmed:6934695
XNTHRNSYN
BILIREDx	pubmed:10620517;pubmed:11281297;pubmed:7929092
BILIREDy	pubmed:10620517;pubmed:11281297;pubmed:7929092
CPPPG1OX	pubmed:11281297
CPPPG3OX	pubmed:11281297
FE2PHEMEOX	doi:10.5772/intechopen.90288;pubmed:11281297;pubmed:26285072;pubmed:26460266
FEROX	pubmed:30451920
HEMATINGTHG	pubmed:19968714;pubmed:26285072;pubmed:36290682;pubmed:7559611
HEMEGTHOHDEG	pubmed:19968714;pubmed:26285072;pubmed:36290682;pubmed:7559611
HEMEGTHOHDX	pubmed:19968714;pubmed:26285072;pubmed:36290682;pubmed:7559611
HMBS	pubmed:11281297;pubmed:900140
PPBNGS	pubmed:11281297;pubmed:2822713;pubmed:900140
UPPG1DC	pubmed:11281297
UPPG1OX	pubmed:11281297
UPPG1S	pubmed:11281297
UPPG3DC	pubmed:11281297;pubmed:900140
UPPG3OX	pubmed:11281297
UPPG3S	pubmed:900140
15KPGE1Ry	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:9174685
15KPGE2Ry	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:9174685
15KPGE3Ry	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:9174685
15KPGF1Ry	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:9174685
15KPGF2Ry	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:9174685
15KPGF3Ry	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:9174685
PGD21GH	pubmed:24657656
PGD2Ry	pubmed:24657656
PGD2S	pubmed:24657656;pubmed:3729954
PGDF21GH	pubmed:24657656
PGE1DHYD	pubmed:24657656
PGE1DHy	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:8070312;pubmed:9174685
PGE1Ry	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:8070312;pubmed:9174685
PGE1S	pubmed:24657656;pubmed:9785380
PGE21GH	pubmed:24657656
PGE2DHYD	pubmed:24657656
PGE2DHy	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:8070312;pubmed:9174685
PGE2Ry	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:8070312;pubmed:9174685
PGE2S	pubmed:24657656;pubmed:9785380
PGE3DHYD	pubmed:24657656
PGE3DHy	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:8070312;pubmed:9174685
PGE3Ry	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:8070312;pubmed:9174685
PGE3S	pubmed:24657656
PGF1DHy	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:8070312;pubmed:9174685
PGF2DHy	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:8070312;pubmed:9174685
PGF3DHy	pubmed:236730;pubmed:24657656;pubmed:6597453;pubmed:8070312;pubmed:9174685
PGG1GTHR	pubmed:24657656;pubmed:8041277;pubmed:9785380
PGG1S	pubmed:24657656;pubmed:8041277;pubmed:9785380
PGG2GTHR	pubmed:24657656;pubmed:8041277;pubmed:9785380
PGG2S	pubmed:24657656;pubmed:8041277;pubmed:9785380
PGG3GTHR	pubmed:24657656;pubmed:8041277;pubmed:9785380
PGG3S	pubmed:24657656;pubmed:8041277;pubmed:9785380
PGH2Ry	pubmed:24657656;pubmed:8041277;pubmed:9785380
PROSTGA1GST	pubmed:24657656;pubmed:977587
PROSTGA2GST	pubmed:24657656;pubmed:977587
PROSTGA3GST	pubmed:24657656;pubmed:977587
LCMTPPP2CA	pubmed:11752649;pubmed:8514774
PHPT1
PHPT2
PPMEPPP2CA	pubmed:11752649;pubmed:8514774
PRMTADMA	pubmed:22367507;pubmed:30312994;pubmed:32062367
PRMTMMA	pubmed:22367507;pubmed:30312994;pubmed:32062367
PRMTSDMA	pubmed:22367507;pubmed:30312994;pubmed:32062367
PROTCADPRH	pubmed:1547895;pubmed:2107103;pubmed:3128540;pubmed:3597354
PROTCADPRT	pubmed:1547895;pubmed:2107103;pubmed:3128540;pubmed:3597354
PROTCDGLAC_D	pubmed:14577607;pubmed:25416785;pubmed:27470541;pubmed:35858567
PROTCDGLAC_L	pubmed:14577607;pubmed:25416785;pubmed:27470541;pubmed:35858567
PROTCMTHGXL	pubmed:14577607;pubmed:25416785;pubmed:27470541
PROTCSAE_14_0	pubmed:23219804;pubmed:9110994
PROTCSAE_16_0	pubmed:23219804;pubmed:9110994
PROTCSAE_18_0	pubmed:23219804;pubmed:9110994
PROTCSAT_14_0	pubmed:23219804
PROTCSAT_16_0	pubmed:23219804
PROTCSAT_18_0	pubmed:23219804
PROTDDHYD_D	pubmed:24044898;pubmed:26718047;pubmed:30312994;pubmed:4074664
PROTDDHYD_L	pubmed:24044898;pubmed:26718047;pubmed:30312994;pubmed:4074664
PROTDMH_D	pubmed:24044898;pubmed:26718047;pubmed:30312994;pubmed:3941079;pubmed:4074664
PROTDMT_D	pubmed:24044898;pubmed:26718047;pubmed:30312994;pubmed:4074664
PROTGMT	pubmed:30312994
PROTIDDHYD_D	pubmed:24044898;pubmed:26718047;pubmed:30312994;pubmed:4074664
PROTISODDHYD_L	pubmed:24044898;pubmed:26718047;pubmed:30312994;pubmed:4074664
PROTISODMH_L	pubmed:24044898;pubmed:26718047;pubmed:30312994;pubmed:3941079;pubmed:4074664
PROTISODMT_L	pubmed:24044898;pubmed:26718047;pubmed:30312994;pubmed:4074664
PROTKACTPAC	pubmed:31654099
PROTKDAC
PROTKDG6PGL	pubmed:11975663;pubmed:15137908;pubmed:16523184;pubmed:29066600;pubmed:31473074
PROTKDGLAC_D	pubmed:14577607;pubmed:25416785;pubmed:27470541;pubmed:35858567
PROTKDGLAC_L	pubmed:14577607;pubmed:25416785;pubmed:27470541;pubmed:35858567
PROTKDGLCGL	pubmed:11975663;pubmed:15137908;pubmed:16523184;pubmed:29066600;pubmed:31473074;pubmed:36682143
PROTKDR5PGL	pubmed:11975663;pubmed:15137908;pubmed:16523184;pubmed:29066600;pubmed:36682143
PROTKF3PDG	pubmed:11975663;pubmed:15137908;pubmed:16523184;pubmed:29066600;pubmed:31473074
PROTKF6PPP	pubmed:11975663;pubmed:15137908;pubmed:16523184;pubmed:16670083;pubmed:29066600;pubmed:31473074
PROTKFRU3K	pubmed:11975663;pubmed:15137908;pubmed:16523184;pubmed:29066600;pubmed:31473074
PROTKMTHGXL	pubmed:14577607;pubmed:25416785;pubmed:27470541
PROTKNADDAC	pubmed:31654099
PROTKRBLK	pubmed:11975663;pubmed:15137908;pubmed:16523184;pubmed:29066600
PROTKRU3PDG	pubmed:11975663;pubmed:15137908;pubmed:16523184;pubmed:29066600
PROTKRU5PPP	pubmed:11975663;pubmed:15137908;pubmed:16523184;pubmed:17472574;pubmed:29066600
PROTKTnAgGALT	pubmed:5288760;pubmed:659909;pubmed:6789880;pubmed:6797473
